# name:RT_Gad2_3
gene_name	length	readsCPM	conversionRate	Tcontent	coverageOnTs	conversionsOnTs	readCount	tcReadCount	multimapCount
ENSMUSG00000000682	191	0.6760828480936493	0.0	32	96	0	6	0	0
ENSMUSG00000000686	1736	0.0	0	444	0	0	0	0	0
ENSMUSG00000000690	1281	0.0	0	298	0	0	0	0	0
ENSMUSG00000000693	1689	0.0	0	379	0	0	0	0	0
ENSMUSG00000000701	618	0.0	0	186	0	0	0	0	0
ENSMUSG00000000706	2085	0.0	0	640	0	0	0	0	0
ENSMUSG00000000708	2190	1.4648461708695732	0.0	754	679	0	13	0	0
ENSMUSG00000000711	2355	46.987757942508615	0.0002936857562408223	699	17025	5	417	2	73
ENSMUSG00000000724	128	0.0	0	33	0	0	0	0	0
ENSMUSG00000000730	806	0.0	0	272	0	0	0	0	0
ENSMUSG00000000731	4281	0.0	0	878	0	0	0	0	0
ENSMUSG00000000732	2280	0.0	0	559	0	0	0	0	0
ENSMUSG00000000738	1133	67.60828480936492	0.0	316	19659	0	600	0	0
ENSMUSG00000000739	3735	0.0	0	899	0	0	0	0	0
ENSMUSG00000000740	42	71.89014284729136	0.0	13	7889	0	638	0	30
ENSMUSG00000000743	1461	69.74921382832814	0.0	400	14189	0	619	0	56
ENSMUSG00000000751	4094	26.254550600970042	0.0	1158	8100	0	233	0	0
ENSMUSG00000000753	1557	33.24074003127109	0.0	350	5285	0	295	0	0
ENSMUSG00000000759	3619	11.042686518862938	0.0	987	2706	0	98	0	0
ENSMUSG00000000766	9808	0.0	0	2587	0	0	0	0	0
ENSMUSG00000000776	1359	33.24074003127109	0.0	359	12707	0	295	0	0
ENSMUSG00000000782	2159	0.0	0	532	0	0	0	0	0
ENSMUSG00000000787	2560	187.61299034598764	0.001629531630661009	861	61981	101	1665	37	96
ENSMUSG00000000791	1219	0.0	0	307	0	0	0	0	0
ENSMUSG00000000792	975	0.11268047468227486	0.0	229	53	0	1	0	0
ENSMUSG00000000794	380	0.0	0	82	0	0	0	0	0
ENSMUSG00000000804	4829	12.394852215050234	0.0	1364	2577	0	110	0	0
ENSMUSG00000000805	709	9.127118449264264	0.0	160	2050	0	81	0	0
ENSMUSG00000000811	732	0.33804142404682463	0.0	195	24	0	3	0	0
ENSMUSG00000000817	1041	0.0	0	304	0	0	0	0	0
ENSMUSG00000000823	6584	46.198994619732694	0.0	1760	12540	0	410	0	0
ENSMUSG00000000826	11868	381.8741286982295	0.0	3293	96174	0	3389	0	31
ENSMUSG00000000827	9344	59.26992968287658	0.0	2605	11562	0	526	0	0
ENSMUSG00000000838	2288	8.56371607585289	0.0006335128286347799	847	3157	2	76	1	0
ENSMUSG00000000861	5748	66.3687995878599	0.0	1804	17486	0	589	0	0
ENSMUSG00000000869	104	0.0	0	46	0	0	0	0	0
ENSMUSG00000000876	2293	8.000313702441515	0.0	599	1974	0	71	0	0
ENSMUSG00000000881	4164	7.887633227759241	0.0	1147	1687	0	70	0	0
ENSMUSG00000000884	6310	0.0	0	1490	0	0	0	0	0
ENSMUSG00000000889	400	0.0	0	95	0	0	0	0	0
ENSMUSG00000000901	1221	8.78907702521744	0.0	287	1716	0	78	0	0
ENSMUSG00000000902	1340	32.22661575913062	0.0	306	8817	0	286	0	0
ENSMUSG00000000903	370	3.155053291103696	0.0	121	1194	0	28	0	2
ENSMUSG00000000915	4035	8.000313702441515	0.0	875	1007	0	71	0	0
ENSMUSG00000000916	1083	0.5634023734113743	0.0	257	30	0	5	0	0
ENSMUSG00000000934	77	1.4648461708695732	0.0	27	51	0	13	0	0
ENSMUSG00000000938	1893	0.0	0	617	0	0	0	0	0
ENSMUSG00000000942	671	0.0	0	188	0	0	0	0	0
ENSMUSG00000000948	1226	16.22598835424758	0.0	350	1911	0	144	0	11
ENSMUSG00000000957	2264	0.0	0	511	0	0	0	0	0
ENSMUSG00000000958	1027	0.0	0	266	0	0	0	0	0
ENSMUSG00000000959	1567	40.11424898688985	0.0	413	7120	0	356	0	0
ENSMUSG00000000976	2032	1.4648461708695732	0.0	547	298	0	13	0	0
ENSMUSG00000000982	409	0.0	0	129	0	0	0	0	0
ENSMUSG00000000983	507	0.0	0	138	0	0	0	0	0
ENSMUSG00000001014	340	0.0	0	96	0	0	0	0	0
ENSMUSG00000001016	760	15.099183607424832	0.0	234	4991	0	134	0	4
ENSMUSG00000001017	3442	241.3615767694328	0.004500976185744181	1167	85537	385	2142	162	15
ENSMUSG00000001018	4136	100.73634436595373	0.0	1198	28005	0	894	0	0
ENSMUSG00000001020	141	0.0	0	44	0	0	0	0	0
ENSMUSG00000001021	639	0.0	0	176	0	0	0	0	0
ENSMUSG00000001023	126	0.0	0	33	0	0	0	0	0
ENSMUSG00000001025	598	0.788763322775924	0.0	165	115	0	7	0	0
ENSMUSG00000001027	1072	0.0	0	265	0	0	0	0	0
ENSMUSG00000001029	151	0.0	0	37	0	0	0	0	0
ENSMUSG00000001034	305	0.0	0	82	0	0	0	0	0
ENSMUSG00000001036	4337	18.930319746622178	0.0	1250	5390	0	168	0	0
ENSMUSG00000001039	137	0.0	0	29	0	0	0	0	0
ENSMUSG00000001052	1133	7.436911329030141	0.0	352	2260	0	66	0	0
ENSMUSG00000001053	558	0.0	0	121	0	0	0	0	0
ENSMUSG00000001054	1153	133.41368202381344	0.004382388911536894	299	39248	172	1184	86	0
ENSMUSG00000001056	497	6.9861894303010414	0.0	113	1254	0	62	0	0
ENSMUSG00000001062	3599	0.0	0	830	0	0	0	0	0
ENSMUSG00000001065	1705	0.0	0	402	0	0	0	0	0
ENSMUSG00000001076	668	0.0	0	136	0	0	0	0	0
ENSMUSG00000001082	2375	45.297550822274495	0.0	568	11718	0	402	0	0
ENSMUSG00000001089	12457	68.28436765745856	0.0	3564	14601	0	606	0	0
ENSMUSG00000001095	601	0.0	0	139	0	0	0	0	0
ENSMUSG00000001098	3750	56.67827876518426	0.0	1009	13667	0	503	0	10
ENSMUSG00000001100	1304	26.93063344906369	0.0	338	6667	0	239	0	0
ENSMUSG00000001103	1753	0.0	0	456	0	0	0	0	0
ENSMUSG00000001105	342	22.648775411137247	0.0	74	2857	0	201	0	0
ENSMUSG00000001119	767	0.788763322775924	0.0	214	210	0	7	0	0
ENSMUSG00000001120	2095	82.14406604337837	0.0	567	18048	0	729	0	0
ENSMUSG00000001123	837	0.6760828480936493	0.0	218	66	0	6	0	0
ENSMUSG00000001127	3392	70.76333810046862	0.0	1026	24323	0	628	0	8
ENSMUSG00000001128	140	0.0	0	39	0	0	0	0	0
ENSMUSG00000001131	204	0.0	0	56	0	0	0	0	0
ENSMUSG00000001134	308	4.056497088561895	0.0	108	1036	0	36	0	1
ENSMUSG00000001138	6128	51.60765740448189	0.0	1816	14484	0	458	0	0
ENSMUSG00000001143	5905	39.888888037525305	0.0	1573	7013	0	354	0	0
ENSMUSG00000001150	566	0.0	0	188	0	0	0	0	0
ENSMUSG00000001151	1354	10.817325569498388	0.0	352	2691	0	96	0	0
ENSMUSG00000001155	249	0.0	0	63	0	0	0	0	0
ENSMUSG00000001156	4473	6.8735089556187665	0.0	1214	1957	0	61	0	0
ENSMUSG00000001157	1439	19.381041645351278	0.0	506	9824	0	172	0	0
ENSMUSG00000001158	762	76.51004230926463	0.0	267	21677	0	679	0	1
ENSMUSG00000001166	840	0.0	0	202	0	0	0	0	0
ENSMUSG00000001168	755	0.0	0	184	0	0	0	0	0
ENSMUSG00000001173	5274	21.972692563043598	0.0	1566	6149	0	195	0	0
ENSMUSG00000001175	6764	2652.9490959194795	0.001366163073757121	2042	637552	871	23544	422	206
ENSMUSG00000001211	6929	42.705899904582175	0.0	1739	9419	0	379	0	0
ENSMUSG00000001225	2604	0.0	0	798	0	0	0	0	0
ENSMUSG00000001227	1150	2.478970443010047	0.0	235	147	0	22	0	4
ENSMUSG00000001228	984	0.0	0	325	0	0	0	0	0
ENSMUSG00000001229	552	32.22661575913062	0.004387339392040113	133	6382	28	286	14	0
ENSMUSG00000001240	2556	99.15881772040187	0.0	639	17763	0	880	0	17
ENSMUSG00000001247	363	0.0	0	142	0	0	0	0	0
ENSMUSG00000001248	2255	19.831763544080378	0.0	461	4264	0	176	0	0
ENSMUSG00000001249	2015	0.0	0	490	0	0	0	0	0
ENSMUSG00000001260	5222	7.436911329030141	0.0	1840	3692	0	66	0	0
ENSMUSG00000001270	202	1480.1707154263627	0.0010178429743455484	57	374321	381	13136	176	1436
ENSMUSG00000001280	7019	79.66509560036832	8.77462378800509e-05	2328	22793	2	707	1	0
ENSMUSG00000001281	325	0.0	0	70	0	0	0	0	0
ENSMUSG00000001285	305	4.281858037926445	0.0	74	443	0	38	0	0
ENSMUSG00000001288	2170	20.958568290903123	0.0	520	4766	0	186	0	0
ENSMUSG00000001289	1046	70.65065762578634	0.0	231	10693	0	627	0	15
ENSMUSG00000001300	3154	23.437538733913172	0.0	868	6974	0	208	0	8
ENSMUSG00000001305	425	0.0	0	134	0	0	0	0	0
ENSMUSG00000001313	547	259.39045271859675	0.0	138	49526	0	2302	0	11
ENSMUSG00000001323	7742	112.45511373291032	0.0	2088	17276	0	998	0	0
ENSMUSG00000001333	507	0.0	0	138	0	0	0	0	0
ENSMUSG00000001334	2053	91.94726734073629	0.0	494	19479	0	816	0	4
ENSMUSG00000001348	864	0.0	0	198	0	0	0	0	0
ENSMUSG00000001349	1767	0.0	0	432	0	0	0	0	0
ENSMUSG00000001366	1264	33.35342050595336	0.0	395	9986	0	296	0	0
ENSMUSG00000001376	3436	1.577526645551848	0.0	1116	406	0	14	0	0
ENSMUSG00000001380	622	119.7793445872582	0.0	181	20416	0	1063	0	0
ENSMUSG00000001383	1644	72.00282332197364	0.0	527	22070	0	639	0	18
ENSMUSG00000001403	1943	0.0	0	470	0	0	0	0	0
ENSMUSG00000001415	1699	6.084745632842843	0.0	356	1244	0	54	0	0
ENSMUSG00000001416	983	202.93753490277703	0.00032897742849310064	288	54715	18	1801	9	3
ENSMUSG00000001418	3405	16.90207120234123	0.0	840	3133	0	150	0	0
ENSMUSG00000001419	5032	182.65504945996756	0.0005948386309560125	1371	65564	39	1621	19	10
ENSMUSG00000001420	2409	0.0	0	547	0	0	0	0	0
ENSMUSG00000001424	4962	24.000941107324547	0.0	1205	4189	0	213	0	0
ENSMUSG00000001435	1194	0.0	0	272	0	0	0	0	0
ENSMUSG00000001436	2793	4.957940886020094	0.0	739	924	0	44	0	0
ENSMUSG00000001440	2967	18.366917373210804	0.0	859	4726	0	163	0	1
ENSMUSG00000001441	3461	108.28593616966614	0.005864944847995696	1023	37170	218	961	129	9
ENSMUSG00000001444	701	0.0	0	174	0	0	0	0	0
ENSMUSG00000001445	1061	99.9475810431778	0.004536800745331551	301	24687	112	887	48	1
ENSMUSG00000001467	1980	22.874136360501797	0.002107481559536354	628	7592	16	203	8	0
ENSMUSG00000001472	5341	1318.6995952066627	0.0005303288298710313	1275	384667	204	11703	102	6
ENSMUSG00000001473	373	0.0	0	91	0	0	0	0	0
ENSMUSG00000001482	3781	40.339609936254405	0.0	1038	11254	0	358	0	0
ENSMUSG00000001493	1097	0.0	0	270	0	0	0	0	0
ENSMUSG00000001494	1388	0.0	0	350	0	0	0	0	0
ENSMUSG00000001496	1077	0.0	0	376	0	0	0	0	0
ENSMUSG00000001497	5715	0.0	0	1844	0	0	0	0	0
ENSMUSG00000001504	1475	0.45072189872909946	0.0	463	64	0	4	0	0
ENSMUSG00000001506	1423	0.0	0	436	0	0	0	0	0
ENSMUSG00000001507	2455	93.29943303692359	0.0	506	18002	0	828	0	0
ENSMUSG00000001508	747	0.0	0	151	0	0	0	0	0
ENSMUSG00000001510	1540	0.33804142404682463	0.0	378	39	0	3	0	0
ENSMUSG00000001517	2180	0.0	0	554	0	0	0	0	0
ENSMUSG00000001518	3647	3.7184556645150706	0.0	911	514	0	33	0	0
ENSMUSG00000001520	1802	63.10106582207393	0.0	428	14038	0	560	0	0
ENSMUSG00000001521	2846	0.0	0	796	0	0	0	0	0
ENSMUSG00000001524	1022	3.155053291103696	0.0	243	384	0	28	0	0
ENSMUSG00000001525	1061	1345.5175481810443	0.0016329105052911906	363	428070	699	11941	307	21
ENSMUSG00000001542	1852	0.6760828480936493	0.0	598	64	0	6	0	0
ENSMUSG00000001552	845	12.05681079100341	0.0	227	3555	0	107	0	0
ENSMUSG00000001555	1443	2.5916509176923217	0.0	330	460	0	23	0	0
ENSMUSG00000001558	91	0.0	0	35	0	0	0	0	0
ENSMUSG00000001566	1443	0.0	0	386	0	0	0	0	0
ENSMUSG00000001569	6640	2.3662899683277723	0.0	1962	536	0	21	0	1
ENSMUSG00000001576	4622	215.21970664314497	0.0027461535663623467	1156	54986	151	1910	62	0
ENSMUSG00000001583	1293	0.0	0	297	0	0	0	0	0
ENSMUSG00000001588	58	0.0	0	16	0	0	0	0	0
ENSMUSG00000001604	110	0.0	0	11	0	0	0	0	0
ENSMUSG00000001622	1943	0.0	0	612	0	0	0	0	0
ENSMUSG00000001627	2681	46.424355569097244	0.0	906	21935	0	412	0	4
ENSMUSG00000001630	3926	6.422787056889668	0.0	1212	2090	0	57	0	2
ENSMUSG00000001632	4166	103.77871718237516	0.000676857126741497	1049	17729	12	921	6	0
ENSMUSG00000001642	363	20.282485442809474	0.011250226819089094	106	5511	62	180	31	180
ENSMUSG00000001655	1389	0.0	0	405	0	0	0	0	0
ENSMUSG00000001656	1007	0.0	0	274	0	0	0	0	0
ENSMUSG00000001657	966	0.0	0	260	0	0	0	0	0
ENSMUSG00000001661	840	0.0	0	215	0	0	0	0	0
ENSMUSG00000001663	281	5.972065158160568	0.0	74	1406	0	53	0	0
ENSMUSG00000001665	1245	0.22536094936454973	0.0	385	41	0	2	0	0
ENSMUSG00000001666	405	66.03075816381306	0.0	94	10996	0	586	0	0
ENSMUSG00000001670	914	0.0	0	266	0	0	0	0	0
ENSMUSG00000001672	1331	0.0	0	338	0	0	0	0	0
ENSMUSG00000001674	161	32.22661575913062	0.0	61	8982	0	286	0	71
ENSMUSG00000001687	3499	371.6202055021425	0.0007614651531565478	901	127386	97	3298	48	8
ENSMUSG00000001700	3034	0.0	0	907	0	0	0	0	0
ENSMUSG00000001707	1963	21.860012088361326	0.0	591	9314	0	194	0	0
ENSMUSG00000001729	902	80.11581749909743	0.0031811304651433447	221	25777	82	711	41	0
ENSMUSG00000001739	1870	0.0	0	469	0	0	0	0	0
ENSMUSG00000001741	3862	1.577526645551848	0.0	910	224	0	14	0	0
ENSMUSG00000001750	2711	1.1268047468227487	0.0	622	167	0	10	0	0
ENSMUSG00000001751	227	0.0	0	49	0	0	0	0	0
ENSMUSG00000001755	309	81.91870509401383	0.0	85	17891	0	727	0	0
ENSMUSG00000001761	1080	1.8028875949163978	0.0	276	496	0	16	0	16
ENSMUSG00000001763	1840	4.281858037926445	0.0	404	1162	0	38	0	0
ENSMUSG00000001767	945	0.0	0	342	0	0	0	0	0
ENSMUSG00000001768	6041	3.8311361391973455	0.0	1595	1258	0	34	0	0
ENSMUSG00000001773	989	0.0	0	334	0	0	0	0	0
ENSMUSG00000001774	4743	28.846201518662365	0.0	1745	10535	0	256	0	0
ENSMUSG00000001783	375	25.015065379465018	0.0	99	7654	0	222	0	0
ENSMUSG00000001785	1531	27.606716297157345	0.00030950170225936243	452	6462	2	245	1	1
ENSMUSG00000001786	5502	53.41054499939828	0.002881014116969173	1663	10413	30	474	15	0
ENSMUSG00000001794	1646	456.13056151384865	0.000711591830925781	377	84318	60	4048	30	3
ENSMUSG00000001802	2407	187.50030987130538	0.00015631105900742478	560	25590	4	1664	2	0
ENSMUSG00000001804	218	0.0	0	65	0	0	0	0	0
ENSMUSG00000001815	2625	0.0	0	799	0	0	0	0	0
ENSMUSG00000001819	1463	0.0	0	512	0	0	0	0	0
ENSMUSG00000001823	1653	0.0	0	437	0	0	0	0	0
ENSMUSG00000001827	133	0.0	0	40	0	0	0	0	0
ENSMUSG00000001829	4799	18.141556423846254	0.0	1262	2572	0	161	0	4
ENSMUSG00000001833	2033	113.80727942909762	0.0	766	41158	0	1010	0	2
ENSMUSG00000001844	635	50.030130758930035	0.002315529484408768	169	6478	15	444	9	0
ENSMUSG00000001847	4834	292.96923417391463	0.0	1458	86980	0	2600	0	6
ENSMUSG00000001855	2064	0.33804142404682463	0.0	557	63	0	3	0	0
ENSMUSG00000001864	2694	0.11268047468227486	0.0	729	4	0	1	0	0
ENSMUSG00000001865	185	0.0	0	62	0	0	0	0	0
ENSMUSG00000001870	3545	0.0	0	1088	0	0	0	0	0
ENSMUSG00000001891	1233	13.521656961872983	0.0	427	3516	0	120	0	0
ENSMUSG00000001901	1159	0.0	0	238	0	0	0	0	0
ENSMUSG00000001909	1093	2.2536094936454973	0.0	248	80	0	20	0	0
ENSMUSG00000001910	2563	10.253923196087012	0.0	568	1928	0	91	0	3
ENSMUSG00000001911	4149	192.12020933327867	0.0035351882160392797	934	30550	108	1705	54	6
ENSMUSG00000001918	535	0.5634023734113743	0.0	148	182	0	5	0	0
ENSMUSG00000001924	666	585.0370245503711	0.0008573289257833431	173	121307	104	5192	52	62
ENSMUSG00000001930	2849	0.0	0	633	0	0	0	0	0
ENSMUSG00000001942	5544	14.423100759331183	0.0	1554	3705	0	128	0	0
ENSMUSG00000001943	515	0.0	0	152	0	0	0	0	0
ENSMUSG00000001946	666	0.0	0	190	0	0	0	0	0
ENSMUSG00000001948	50	0.0	0	9	0	0	0	0	0
ENSMUSG00000001962	181	10.704645094816112	0.0	51	1586	0	95	0	0
ENSMUSG00000001964	1965	26.14187012628777	0.0	528	6319	0	232	0	51
ENSMUSG00000001983	311	0.0	0	82	0	0	0	0	0
ENSMUSG00000001985	6082	16.33866882892986	0.0	1416	6000	0	145	0	0
ENSMUSG00000001986	5096	82.59478794210747	0.0046830431265698835	1518	23489	110	733	40	0
ENSMUSG00000001988	114	0.0	0	21	0	0	0	0	0
ENSMUSG00000001995	3222	6.084745632842843	0.0	928	1002	0	54	0	0
ENSMUSG00000001998	4467	0.0	0	1361	0	0	0	0	0
ENSMUSG00000001999	170	39.77620756284303	0.0	45	6881	0	353	0	0
ENSMUSG00000002006	1023	9.352479398628814	0.0	256	1741	0	83	0	0
ENSMUSG00000002007	237	0.0	0	66	0	0	0	0	0
ENSMUSG00000002010	107	53.63590594876284	0.01085956193631511	31	5433	59	476	29	0
ENSMUSG00000002012	792	218.82548183297777	4.1739711161198765e-05	232	47916	2	1942	2	4
ENSMUSG00000002014	134	26.36723107565232	0.0	40	4148	0	234	0	0
ENSMUSG00000002015	379	43.945385126087196	0.002892373268381793	129	13138	38	390	19	1
ENSMUSG00000002017	2929	6.084745632842843	0.0	836	1460	0	54	0	20
ENSMUSG00000002020	2996	0.0	0	727	0	0	0	0	0
ENSMUSG00000002028	6968	22.310733987090423	0.0	1850	3904	0	198	0	3
ENSMUSG00000002031	5316	14.197739809966633	0.0	1390	2448	0	126	0	0
ENSMUSG00000002032	6365	77.9748884801342	0.02176202176202176	1602	11396	248	692	124	152
ENSMUSG00000002033	363	0.0	0	87	0	0	0	0	0
ENSMUSG00000002043	1531	0.0	0	315	0	0	0	0	0
