"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050803","GO:0050803","regulation of synapse structure or activity","145/4775","276/23210",3.9770009560472e-32,2.22892826309372e-29,1.42981747290616e-29,"22154/13004/21844/68942/17260/53328/12540/26556/11848/232370/330814/104156/19280/19211/20692/14360/66713/13169/319504/11418/18472/77579/15387/11843/22418/22631/319613/73340/11838/14083/74006/56637/11820/16443/56724/12558/12405/20411/22215/108100/18164/236915/20617/29819/13838/53972/74117/329165/69601/14810/53872/228550/20351/76742/99633/56376/19266/269523/16975/230775/19744/13602/19242/14812/19277/52163/140919/80749/54645/18481/382253/245537/17257/234267/234214/12404/13191/112405/58235/17999/64085/270190/235604/75409/19268/216831/378937/22346/56320/66860/21983/238205/217480/245450/233071/210274/241638/74143/18013/56013/70178/75608/233489/228880/13138/65945/50791/11603/231637/13048/217692/216028/269788/11845/225875/245446/272381/14432/226016/12064/12569/13640/227580/18750/11538/216856/331461/26416/211187/18212/12631/94245/12323/52398/18213/74342/545156/192167/240057/72961/22142/70237/433485/76965/19122",145
"GO:0050807","GO:0050807","regulation of synapse organization","141/4775","266/23210",8.07447053757787e-32,4.14825923868063e-29,2.66103384295439e-29,"22154/13004/21844/68942/17260/53328/12540/26556/11848/232370/330814/104156/19280/19211/20692/14360/66713/13169/319504/11418/18472/77579/15387/11843/22418/22631/73340/11838/14083/74006/56637/11820/16443/56724/12558/12405/20411/22215/108100/18164/236915/20617/29819/13838/53972/74117/329165/69601/14810/53872/228550/20351/76742/99633/56376/19266/269523/16975/230775/19744/13602/19242/14812/19277/52163/80749/54645/18481/382253/245537/17257/234267/234214/12404/13191/112405/58235/17999/64085/270190/235604/75409/19268/216831/378937/22346/56320/66860/21983/238205/217480/245450/233071/210274/241638/74143/18013/56013/70178/75608/233489/228880/13138/65945/50791/11603/231637/13048/217692/216028/269788/11845/225875/245446/272381/14432/226016/12064/12569/13640/227580/18750/11538/216856/331461/26416/211187/18212/12631/94245/12323/52398/18213/74342/545156/192167/22142/70237/433485/76965/19122",141
"GO:0072594","GO:0072594","establishment of protein localization to organelle","186/4775","405/23210",6.9057227017305e-31,3.27490618893604e-28,2.10079353768433e-28,"13642/12462/16211/16480/11651/69754/110750/21856/19298/12028/20848/12034/53869/52551/19305/21849/15114/17113/12464/20813/320938/67979/53600/56398/22088/66384/64383/26914/16784/18141/67145/17762/11640/69723/66437/140740/21929/19164/404634/11776/30055/19052/22433/19325/18015/13207/217337/56322/56494/238276/53612/13488/69019/16648/18753/14180/70478/66148/12177/22631/223696/105782/11838/28185/11773/16646/104015/12575/213990/107045/72930/11632/53611/69917/68566/12469/14545/57743/74257/15510/75734/27058/14828/66865/30059/76161/20614/56428/18767/74718/58869/67437/56417/16905/19055/15502/13858/11426/15444/56273/66169/170731/668173/12492/19384/15505/56330/29810/67003/21855/245474/16783/52348/212999/18709/56453/116733/17999/22771/71805/75964/381038/19058/12461/72170/66306/232227/240055/18717/56208/71770/66624/18769/226407/67184/66661/15275/54673/67384/70297/75608/20473/98732/23969/19302/19069/72993/18708/230908/76582/66541/212518/26356/269994/75219/76976/76219/69773/20660/20955/56495/103468/107939/81905/26416/11983/69727/12631/606496/22059/21854/13663/67669/26413/54376/233726/330192/12953/24067/28084/19349/67952/64009/18226/71844/66914",186
"GO:0008380","GO:0008380","RNA splicing","172/4775","364/23210",1.72352247760712e-30,7.58965433889134e-28,4.86862702884958e-28,"66618/66492/14007/67465/20641/67959/69131/27886/11652/66070/20815/53379/20020/13046/68183/27756/16549/59013/68988/268859/67178/70616/15388/67996/67487/12261/53817/69878/67332/20222/13207/192159/67684/66354/20384/15387/67288/70601/67302/22380/105559/56335/56215/18458/13992/68092/13548/20658/54614/110213/117198/59092/71702/68816/72692/225027/66978/20630/108013/225160/28000/319322/22668/21681/27370/12729/52897/192170/81898/12747/170771/227707/20638/19383/170791/56758/74200/210529/56195/53861/74255/22608/20218/51796/71514/100336/57317/13204/108014/192196/66441/67755/60321/20901/22185/68981/236732/19655/209416/54633/19652/53610/22184/14300/78651/69305/76183/83486/22258/218543/93686/219158/66704/20382/67678/66880/19826/319586/70312/16969/66094/328110/231386/68035/19656/104721/66055/666794/60365/231889/67229/51810/66801/103284/78372/18708/230908/98758/230753/22183/76522/69731/12696/15382/107328/232314/66231/67040/28035/18148/68011/229279/76936/15381/20817/20826/20637/230596/68675/107701/70248/20383/21841/66585/109095/66125/192160/233073/66177/20643/69269/20646",172
"GO:0007005","GO:0007005","mitochondrion organization","200/4775","454/23210",4.01217022606202e-30,1.64900196291149e-27,1.05780516065369e-27,"67811/11651/69754/69875/21856/66043/12028/20848/12034/67900/19305/12799/20656/15114/12048/66826/53600/17991/18412/11740/54405/52469/59040/67145/17762/56486/66437/12539/66117/23797/56016/13179/338359/30055/22333/18952/56322/14534/15251/67269/68927/70478/66148/12177/12684/22631/239555/223696/67130/67841/93734/28185/74006/56637/66379/68202/69104/20975/67267/20463/72930/69597/12322/11632/12015/11757/66840/67264/67588/18164/214952/14545/67044/20617/12421/70397/227197/15510/70827/66495/76178/75734/68002/67273/11545/27377/68375/66865/30059/11909/51897/56428/69702/69487/66734/66046/23922/16905/14630/75778/67006/68493/66928/595136/15356/230649/57320/70556/66169/170731/108888/19017/14467/22241/69076/74781/57436/56330/17258/68472/68197/71960/29810/70316/27397/67003/104130/13043/18715/21855/67391/53380/22428/11739/56749/67443/19339/93739/12866/12424/67095/67526/245860/219158/27395/381038/72170/16467/56208/66091/216742/67184/54673/67384/114874/11998/319801/74143/215951/56295/17210/18673/72759/72795/66541/68033/12856/76824/12484/75219/69773/70772/103172/19823/76614/16476/56772/11983/215708/606496/66349/73689/66152/22059/225887/72108/22654/21854/14775/65111/14004/73582/107197/68332/12176/208501/68316/12050/66272/67952",200
"GO:0051640","GO:0051640","organelle localization","212/4775","497/23210",1.66077935773837e-29,6.39919046278567e-27,4.10496582040992e-27,"234852/20615/55978/16211/19376/99412/56418/17274/76205/20869/26554/70573/53869/68942/26395/12540/16573/15114/12387/20907/12048/20965/20479/53334/19165/19211/16560/17756/22365/59040/17762/83431/54411/22187/83767/19164/52906/53331/19324/66713/11776/66397/22210/380684/16570/19325/18472/16562/18806/70834/22318/77579/14534/56444/94040/15251/12652/68581/18570/67295/55946/12934/18039/22631/319613/105782/14083/67581/67474/13383/74006/69150/104015/20975/18607/20983/12558/52563/11777/67665/12322/12794/26412/21416/107338/54130/23943/69654/214952/93742/12890/20617/70827/59041/74117/240756/58244/226751/18845/16574/20910/30931/77038/70612/19419/386649/228960/16418/56426/16800/54418/76959/13131/67898/18221/100226/69582/56273/170731/18762/22223/56041/19384/77573/17120/73178/54161/67166/28040/17258/56216/66508/57752/13017/245537/17257/16783/64933/19339/13191/116733/213827/17758/28135/67095/76499/75914/18195/105513/17918/16467/56208/219228/234663/66994/20979/219024/226407/234593/380752/68929/229227/21335/226977/116838/74143/75608/75687/233489/17967/51810/50791/19069/116837/223697/360213/67774/69556/110380/11840/16500/20955/216856/17755/107371/56491/60595/17760/75620/18148/56632/73689/94245/232946/67511/117197/26875/11775/16561/11778/192167/76707/320165/18951/211556/546134/16572/433485/19326/64009/18226/231570",212
"GO:0007409","GO:0007409","axonogenesis","203/4775","470/23210",3.6566645006152e-29,1.32607862625251e-26,8.50655636458904e-27,"14025/13642/11858/235072/19353/109880/21844/99412/17274/20869/14009/53869/26395/16001/13690/11789/11951/12799/14365/18028/80297/19280/19211/17756/14567/20807/21974/18738/17762/16869/83431/319740/20266/270058/16773/19164/68802/216344/12808/76884/380684/432530/68585/13169/319504/19325/18472/77579/15228/73991/110596/54713/22418/12934/18040/18039/20356/14083/11658/56637/11820/13800/11423/15516/12558/69597/12978/13728/59058/11302/18164/16412/18186/12912/93691/77300/70827/13838/59041/74117/269116/93840/18845/16574/20910/56177/24136/14810/17754/20482/13175/20429/13638/20351/13131/13542/11787/22223/13839/52822/22241/11461/319974/243743/108655/12661/18844/19277/18479/16202/22284/13043/14168/18481/13193/382253/245537/12552/71955/19339/21838/58235/114873/20320/18007/12424/67095/270190/67263/105689/23945/75409/76499/17984/71751/14472/12286/56320/18717/21375/140570/17136/245450/11785/20361/228994/231876/68810/68404/70430/233489/17967/13138/71653/11603/20466/217692/360213/65079/229791/73710/237847/245446/272381/14432/108902/58208/12064/12569/13640/18377/241568/18750/11538/320563/17755/21367/75770/211187/18212/17760/56386/108699/77018/18213/14251/22253/381921/20315/14042/545156/22152/211323/18223/56839/12168/240057/11735/244058/14790/16572/54712/76965",203
"GO:0010498","GO:0010498","proteasomal protein catabolic process","199/4775","459/23210",7.19206639992211e-29,2.46328274197332e-26,1.58015166459107e-26,"66089/330171/11836/71538/11651/27061/20316/68477/224997/50868/19358/26554/52551/104771/22230/56085/58799/18747/19185/19172/12398/71472/12387/21762/19165/19170/27362/22196/64383/54197/19166/22209/21927/26931/14950/22187/66530/19164/22027/67245/56371/103583/66753/14694/22210/22433/108660/217379/108089/66997/170930/67128/72194/217166/20338/66244/26443/94090/110616/94253/12328/67089/26419/12759/50789/19173/19186/30945/67819/56438/27373/67118/252870/224023/56637/140499/213990/15516/50758/224826/225131/224727/93687/28000/13194/74126/104318/12234/68431/23806/21372/22215/67588/214931/66799/22218/70247/67812/226541/19177/30931/14828/69601/59029/57438/17754/386649/16396/81004/80890/53378/56228/19359/269523/75234/26445/63958/57320/13542/53323/12753/59008/80751/26965/233877/54644/53380/99375/80750/23802/64209/102122/19171/93739/17999/26441/56469/68292/20588/223870/72844/170737/219158/22346/70611/70294/67615/21402/20439/20437/108687/22225/18023/17463/223455/22214/56424/242960/216440/13803/213539/68497/105193/108086/226418/59025/70369/54609/19823/22644/76454/75770/54607/18521/606496/66349/20747/140630/19167/56736/66245/14775/23807/66440/77006/26442/225896/56353/72330/75744/70604/66498/109815/68817/66105/19192/18752/108143/59003",199
"GO:0099504","GO:0099504","synaptic vesicle cycle","120/4775","221/23210",1.51713103846702e-28,4.92269097481537e-26,3.15781790111945e-26,"21823/13002/20615/109880/20405/14809/12725/53420/108124/12387/20907/12048/20965/67826/216963/19211/102866/12298/19164/11540/11776/12330/432530/72194/22318/94090/13488/19056/105782/67474/74006/56637/11773/16443/104015/20983/12558/12322/54525/319924/14169/19085/12890/20617/75734/20980/53330/20910/30931/20614/17957/18645/20404/72685/13542/11938/11461/111173/22317/140919/11784/56216/13017/20977/54645/245537/19339/23821/29873/12217/12889/12286/14824/104069/18717/219228/20979/226407/229227/116838/22348/64051/68404/233489/242443/235415/50791/23969/238988/56807/116837/26431/11845/18754/69017/243764/67300/12484/12569/18750/216856/18751/327814/27062/94245/26875/224671/60510/11465/268934/192167/18191/20743/109905/229521/72961/18951/433485/18752/231570",120
"GO:0007611","GO:0007611","learning or memory","143/4775","292/23210",1.5003837655466e-27,4.6249329572974e-25,2.96681147745189e-25,"21823/12846/29813/14667/55978/16400/109880/19088/382056/17159/17260/83429/53328/98660/22335/19165/67979/19211/110147/106763/20807/57138/17762/22353/19164/20393/22333/432530/14799/18015/18472/14534/15251/13488/15357/11843/319984/18163/11514/18574/11838/60597/11820/54720/104015/224938/20983/225870/57340/16412/19085/12912/98388/13167/11352/329165/14810/67092/17536/17754/20614/16497/12307/56710/15572/19063/56717/18762/19242/14812/16653/110891/18479/14168/245537/17257/12367/23821/50876/16835/56469/12424/20203/18190/21375/66860/11554/231380/234593/223921/11785/67869/210274/11980/76376/18013/13653/243961/228994/233489/66797/17967/53901/20927/232975/13048/104027/268354/23829/20238/12064/108071/246317/11548/18750/11538/18795/12288/51791/16476/21367/110886/18212/21833/14811/53324/12010/72108/19049/545156/21333/63985/224671/268934/66673/240057/64378/52335/72961/70237/110876/19122/110893",143
"GO:0050890","GO:0050890","cognition","154/4775","326/23210",2.06760750472277e-27,6.06990488886469e-25,3.89373503520974e-25,"21823/12846/29813/14667/55978/16400/109880/19088/13356/382056/68942/17159/17260/83429/53328/98660/22335/19165/67979/19211/110147/106763/20807/57138/17762/22353/19164/20393/22333/432530/14799/18015/18472/14534/15251/13488/15357/11843/319984/18163/11514/18574/11838/60597/11820/70028/54720/104015/224938/20983/225870/57340/16412/19085/12912/98388/13167/11352/329165/14810/67092/17536/17754/20614/14683/16497/12307/56710/15572/19063/56717/18762/19242/12661/14812/16653/110891/18479/14168/245537/17257/12367/23821/50876/16835/56469/12424/12669/20203/18190/21375/66860/11554/231380/234593/223921/11785/67869/210274/11980/76376/109205/18013/13653/243961/228994/233489/66797/80286/17967/53901/20927/232975/211612/11539/13048/104027/268354/23829/20238/12064/108071/246317/11548/18750/11538/18795/12288/51791/16476/21367/110886/18212/21833/14811/53324/12010/72108/19049/545156/21333/63985/224671/268934/66673/240057/64378/52335/72961/14790/70237/110876/19122/110893",154
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","130/4775","256/23210",4.47210476073134e-27,1.14877191041286e-24,7.36916560792441e-25,"66492/14007/67465/20641/66070/20815/53379/13046/68183/27756/68988/268859/15388/67996/67487/12261/53817/69878/67332/20222/13207/192159/67684/66354/20384/15387/22380/105559/56335/56215/13992/68092/13548/20658/54614/59092/71702/68816/225027/66978/20630/108013/28000/319322/22668/12729/52897/192170/81898/170771/227707/20638/56758/74200/210529/56195/74255/20218/51796/71514/57317/108014/192196/66441/60321/20901/22185/68981/236732/19655/209416/54633/19652/22184/78651/69305/76183/83486/22258/218543/93686/66704/20382/67678/66880/19826/319586/16969/66094/328110/231386/68035/19656/66055/666794/60365/231889/67229/51810/103284/78372/230753/22183/76522/69731/12696/15382/67040/28035/18148/68011/76936/15381/20817/20826/20637/230596/68675/107701/70248/20383/21841/109095/66125/192160/233073/66177/20643/69269/20646",130
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","130/4775","256/23210",4.47210476073134e-27,1.14877191041286e-24,7.36916560792441e-25,"66492/14007/67465/20641/66070/20815/53379/13046/68183/27756/68988/268859/15388/67996/67487/12261/53817/69878/67332/20222/13207/192159/67684/66354/20384/15387/22380/105559/56335/56215/13992/68092/13548/20658/54614/59092/71702/68816/225027/66978/20630/108013/28000/319322/22668/12729/52897/192170/81898/170771/227707/20638/56758/74200/210529/56195/74255/20218/51796/71514/57317/108014/192196/66441/60321/20901/22185/68981/236732/19655/209416/54633/19652/22184/78651/69305/76183/83486/22258/218543/93686/66704/20382/67678/66880/19826/319586/16969/66094/328110/231386/68035/19656/66055/666794/60365/231889/67229/51810/103284/78372/230753/22183/76522/69731/12696/15382/67040/28035/18148/68011/76936/15381/20817/20826/20637/230596/68675/107701/70248/20383/21841/109095/66125/192160/233073/66177/20643/69269/20646",130
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","130/4775","256/23210",4.47210476073134e-27,1.14877191041286e-24,7.36916560792441e-25,"66492/14007/67465/20641/66070/20815/53379/13046/68183/27756/68988/268859/15388/67996/67487/12261/53817/69878/67332/20222/13207/192159/67684/66354/20384/15387/22380/105559/56335/56215/13992/68092/13548/20658/54614/59092/71702/68816/225027/66978/20630/108013/28000/319322/22668/12729/52897/192170/81898/170771/227707/20638/56758/74200/210529/56195/74255/20218/51796/71514/57317/108014/192196/66441/60321/20901/22185/68981/236732/19655/209416/54633/19652/22184/78651/69305/76183/83486/22258/218543/93686/66704/20382/67678/66880/19826/319586/16969/66094/328110/231386/68035/19656/66055/666794/60365/231889/67229/51810/103284/78372/230753/22183/76522/69731/12696/15382/67040/28035/18148/68011/76936/15381/20817/20826/20637/230596/68675/107701/70248/20383/21841/109095/66125/192160/233073/66177/20643/69269/20646",130
