"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008556","GO:0008556","potassium transmembrane transporter activity, phosphorylative mechanism","1/35","11/22707",0.0168287327739841,0.0633944496263254,0.0313227141010845,"192113",1
"GO:0043008","GO:0043008","ATP-dependent protein binding","1/35","11/22707",0.0168287327739841,0.0633944496263254,0.0313227141010845,"20907",1
"GO:0043560","GO:0043560","insulin receptor substrate binding","1/35","11/22707",0.0168287327739841,0.0633944496263254,0.0313227141010845,"18753",1
"GO:0070411","GO:0070411","I-SMAD binding","1/35","11/22707",0.0168287327739841,0.0633944496263254,0.0313227141010845,"12387",1
"GO:0005525","GO:0005525","GTP binding","3/35","354/22707",0.0170086608178872,0.0633944496263254,0.0313227141010845,"14683/22154/67951",3
"GO:0032550","GO:0032550","purine ribonucleoside binding","3/35","361/22707",0.0179095239239832,0.0633944496263254,0.0313227141010845,"14683/22154/67951",3
"GO:0032549","GO:0032549","ribonucleoside binding","3/35","364/22707",0.0183036785797687,0.0633944496263254,0.0313227141010845,"14683/22154/67951",3
"GO:0004115","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","1/35","12/22707",0.018344902775434,0.0633944496263254,0.0313227141010845,"18578",1
"GO:0032036","GO:0032036","myosin heavy chain binding","1/35","12/22707",0.018344902775434,0.0633944496263254,0.0313227141010845,"20907",1
"GO:0043121","GO:0043121","neurotrophin binding","1/35","12/22707",0.018344902775434,0.0633944496263254,0.0313227141010845,"18053",1
"GO:0045294","GO:0045294","alpha-catenin binding","1/35","12/22707",0.018344902775434,0.0633944496263254,0.0313227141010845,"12387",1
"GO:0001883","GO:0001883","purine nucleoside binding","3/35","365/22707",0.0184361409627579,0.0633944496263254,0.0313227141010845,"14683/22154/67951",3
"GO:0140297","GO:0140297","DNA-binding transcription factor binding","3/35","365/22707",0.0184361409627579,0.0633944496263254,0.0313227141010845,"12387/17261/57441",3
"GO:0001882","GO:0001882","nucleoside binding","3/35","374/22707",0.0196525797538372,0.0644400713765735,0.0318393478337527,"14683/22154/67951",3
"GO:0070700","GO:0070700","BMP receptor binding","1/35","13/22707",0.0198588013611518,0.0644400713765735,0.0318393478337527,"12160",1
"GO:0019001","GO:0019001","guanyl nucleotide binding","3/35","377/22707",0.0200677823229651,0.0644400713765735,0.0318393478337527,"14683/22154/67951",3
"GO:0032561","GO:0032561","guanyl ribonucleotide binding","3/35","377/22707",0.0200677823229651,0.0644400713765735,0.0318393478337527,"14683/22154/67951",3
"GO:0005159","GO:0005159","insulin-like growth factor receptor binding","1/35","14/22707",0.0213704318340677,0.0644400713765735,0.0318393478337527,"14683",1
"GO:0017081","GO:0017081","chloride channel regulator activity","1/35","14/22707",0.0213704318340677,0.0644400713765735,0.0318393478337527,"20907",1
"GO:0035325","GO:0035325","Toll-like receptor binding","1/35","14/22707",0.0213704318340677,0.0644400713765735,0.0318393478337527,"20210",1
"GO:0035613","GO:0035613","RNA stem-loop binding","1/35","14/22707",0.0213704318340677,0.0644400713765735,0.0318393478337527,"13205",1
"GO:0004697","GO:0004697","protein kinase C activity","1/35","15/22707",0.0228797974924562,0.0659476515959031,0.0325842317230026,"18753",1
"GO:0005165","GO:0005165","neurotrophin receptor binding","1/35","15/22707",0.0228797974924562,0.0659476515959031,0.0325842317230026,"18053",1
"GO:0043024","GO:0043024","ribosomal small subunit binding","1/35","15/22707",0.0228797974924562,0.0659476515959031,0.0325842317230026,"13205",1
"GO:0004386","GO:0004386","helicase activity","2/35","157/22707",0.0243465580623543,0.069158338843789,0.034170607806813,"13205/20585",2
"GO:0017137","GO:0017137","Rab GTPase binding","2/35","165/22707",0.026694501784018,0.0745734770099768,0.0368461862777544,"18053/18747",2
"GO:0022884","GO:0022884","macromolecule transmembrane transporter activity","1/35","18/22707",0.0273943384934608,0.0745734770099768,0.0368461862777544,"229279",1
"GO:0042288","GO:0042288","MHC class I protein binding","1/35","18/22707",0.0273943384934608,0.0745734770099768,0.0368461862777544,"22154",1
"GO:0099186","GO:0099186","structural constituent of postsynapse","1/35","19/22707",0.0288946777835456,0.0761601645902334,0.0376301565107491,"224997",1
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","3/35","439/22707",0.0297407164548474,0.0761601645902334,0.0376301565107491,"17261/20585/21679",3
"GO:0001216","GO:0001216","DNA-binding transcription activator activity","3/35","440/22707",0.0299138016225652,0.0761601645902334,0.0376301565107491,"17261/20585/21679",3
"GO:0032794","GO:0032794","GTPase activating protein binding","1/35","20/22707",0.0303927686808289,0.0761601645902334,0.0376301565107491,"22154",1
"GO:0051428","GO:0051428","peptide hormone receptor binding","1/35","20/22707",0.0303927686808289,0.0761601645902334,0.0376301565107491,"14683",1
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","1/35","20/22707",0.0303927686808289,0.0761601645902334,0.0376301565107491,"12160",1
"GO:0051427","GO:0051427","hormone receptor binding","2/35","178/22707",0.0306972091970839,0.0761601645902334,0.0376301565107491,"12387/14683",2
"GO:0030552","GO:0030552","cAMP binding","1/35","21/22707",0.031888614455774,0.0771625732510086,0.0381254389854607,"18578",1
"GO:0031690","GO:0031690","adrenergic receptor binding","1/35","21/22707",0.031888614455774,0.0771625732510086,0.0381254389854607,"14683",1
"GO:0008553","GO:0008553","proton-exporting ATPase activity, phosphorylative mechanism","1/35","22/22707",0.0333822183742282,0.0788302988114304,0.0389494494664425,"192113",1
"GO:0050998","GO:0050998","nitric-oxide synthase binding","1/35","22/22707",0.0333822183742282,0.0788302988114304,0.0389494494664425,"12387",1
"GO:0031681","GO:0031681","G-protein beta-subunit binding","1/35","23/22707",0.0348735836974332,0.0813716952940108,0.0402051340872664,"14683",1
"GO:0015026","GO:0015026","coreceptor activity","1/35","24/22707",0.0363627136820296,0.0819205963411241,0.0404763419086113,"18053",1
"GO:0031683","GO:0031683","G-protein beta/gamma-subunit complex binding","1/35","24/22707",0.0363627136820296,0.0819205963411241,0.0404763419086113,"14683",1
"GO:0048027","GO:0048027","mRNA 5'-UTR binding","1/35","24/22707",0.0363627136820296,0.0819205963411241,0.0404763419086113,"13205",1
"GO:0005112","GO:0005112","Notch binding","1/35","25/22707",0.0378496115800647,0.083627939133366,0.0413199269617061,"269774",1
"GO:0051015","GO:0051015","actin filament binding","2/35","200/22707",0.0379739111370896,0.083627939133366,0.0413199269617061,"12343/56378",2
"GO:0048018","GO:0048018","receptor ligand activity","3/35","489/22707",0.0390537862739245,0.0850504678854357,0.042022787569603,"12160/20210/20604",3
"GO:0030546","GO:0030546","signaling receptor activator activity","3/35","495/22707",0.0402610603840682,0.0863562631299043,0.0426679710416283,"12160/20210/20604",3
"GO:0008143","GO:0008143","poly(A) binding","1/35","27/22707",0.0408167241017025,0.0863562631299043,0.0426679710416283,"13205",1
"GO:0004114","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity","1/35","28/22707",0.0422969452064837,0.0863562631299043,0.0426679710416283,"18578",1
"GO:0019706","GO:0019706","protein-cysteine S-palmitoyltransferase activity","1/35","28/22707",0.0422969452064837,0.0863562631299043,0.0426679710416283,"56418",1
"GO:0019707","GO:0019707","protein-cysteine S-acyltransferase activity","1/35","28/22707",0.0422969452064837,0.0863562631299043,0.0426679710416283,"56418",1
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","1/35","28/22707",0.0422969452064837,0.0863562631299043,0.0426679710416283,"12160",1
"GO:0004112","GO:0004112","cyclic-nucleotide phosphodiesterase activity","1/35","29/22707",0.0437749471870728,0.0866655520067299,0.0428207883169664,"18578",1
"GO:0043015","GO:0043015","gamma-tubulin binding","1/35","29/22707",0.0437749471870728,0.0866655520067299,0.0428207883169664,"18578",1
"GO:0098918","GO:0098918","structural constituent of synapse","1/35","29/22707",0.0437749471870728,0.0866655520067299,0.0428207883169664,"224997",1
"GO:0071855","GO:0071855","neuropeptide receptor binding","1/35","30/22707",0.0452507332726381,0.0886914372143706,0.043821762748239,"14683",1
"GO:0050699","GO:0050699","WW domain binding","1/35","31/22707",0.0467243066877921,0.0906729119881907,0.044800794322844,"23994",1
"GO:0016417","GO:0016417","S-acyltransferase activity","1/35","32/22707",0.048195670652598,0.0926112887049922,0.0457585314761508,"56418",1
"GO:0008200","GO:0008200","ion channel inhibitor activity","1/35","33/22707",0.0496648283825718,0.0935990996440776,0.0462466013279009,"20907",1
"GO:0009678","GO:0009678","pyrophosphate hydrolysis-driven proton transmembrane transporter activity","1/35","33/22707",0.0496648283825718,0.0935990996440776,0.0462466013279009,"192113",1
"GO:0097718","GO:0097718","disordered domain specific binding","1/35","34/22707",0.0511317830886936,0.0945772609502084,0.0467299033695981,"12387",1
"GO:0001965","GO:0001965","G-protein alpha-subunit binding","1/35","35/22707",0.0525965379774118,0.0945772609502084,0.0467299033695981,"14683",1
"GO:0016248","GO:0016248","channel inhibitor activity","1/35","35/22707",0.0525965379774118,0.0945772609502084,0.0467299033695981,"20907",1
"GO:0030551","GO:0030551","cyclic nucleotide binding","1/35","35/22707",0.0525965379774118,0.0945772609502084,0.0467299033695981,"18578",1
"GO:0070717","GO:0070717","poly-purine tract binding","1/35","35/22707",0.0525965379774118,0.0945772609502084,0.0467299033695981,"13205",1
"GO:0042287","GO:0042287","MHC protein binding","1/35","36/22707",0.0540590962506468,0.0963234805920615,0.0475926971776029,"22154",1
"GO:0004712","GO:0004712","protein serine/threonine/tyrosine kinase activity","1/35","38/22707",0.056977635735767,0.0971097096018289,0.0479811669353827,"18747",1
"GO:0015662","GO:0015662","ion transmembrane transporter activity, phosphorylative mechanism","1/35","38/22707",0.056977635735767,0.0971097096018289,0.0479811669353827,"192113",1
"GO:0016409","GO:0016409","palmitoyltransferase activity","1/35","38/22707",0.056977635735767,0.0971097096018289,0.0479811669353827,"56418",1
"GO:0031369","GO:0031369","translation initiation factor binding","1/35","38/22707",0.056977635735767,0.0971097096018289,0.0479811669353827,"13205",1
"GO:0043014","GO:0043014","alpha-tubulin binding","1/35","38/22707",0.056977635735767,0.0971097096018289,0.0479811669353827,"14683",1
"GO:0042056","GO:0042056","chemoattractant activity","1/35","40/22707",0.0598874270691506,0.101189100909944,0.0499967630704343,"20210",1
"GO:0005246","GO:0005246","calcium channel regulator activity","1/35","41/22707",0.0613390501358372,0.102756015612172,0.0507709636751869,"20907",1
"GO:0015932","GO:0015932","nucleobase-containing compound transmembrane transporter activity","1/35","42/22707",0.0627884957038793,0.104292755575935,0.0515302551717832,"229279",1
"GO:0016746","GO:0016746","transferase activity, transferring acyl groups","2/35","267/22707",0.0635905740925765,0.104737416152479,0.0517499585715793,"27402/56418",2
"GO:0004715","GO:0004715","non-membrane spanning protein tyrosine kinase activity","1/35","45/22707",0.0671237990979147,0.109635538526594,0.0541700834825276,"18753",1
"GO:0016790","GO:0016790","thiolester hydrolase activity","1/35","46/22707",0.0685645663307973,0.111063264469721,0.0548755119828913,"216169",1
"GO:0016620","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","1/35","48/22707",0.0714396188708387,0.113838742265727,0.0562468543955256,"27402",1
"GO:0030331","GO:0030331","estrogen receptor binding","1/35","48/22707",0.0714396188708387,0.113838742265727,0.0562468543955256,"12387",1
"GO:0019829","GO:0019829","ATPase-coupled cation transmembrane transporter activity","1/35","49/22707",0.0728739104697409,0.1151877939683,0.0569134105536177,"192113",1
"GO:0001664","GO:0001664","G protein-coupled receptor binding","2/35","293/22707",0.0747461749052178,0.117202002251382,0.0579086155055161,"12390/14683",2
"GO:0042625","GO:0042625","ATPase-coupled ion transmembrane transporter activity","1/35","51/22707",0.0757360400213557,0.117811617810998,0.0582098219044672,"192113",1
"GO:0004860","GO:0004860","protein kinase inhibitor activity","1/35","53/22707",0.0785895855877495,0.120340302931241,0.0594592259381,"56398",1
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","1/35","53/22707",0.0785895855877495,0.120340302931241,0.0594592259381,"12160",1
"GO:0001102","GO:0001102","RNA polymerase II activating transcription factor binding","1/35","54/22707",0.0800131471885456,0.121570363170193,0.0600669893214704,"12387",1
"GO:0031593","GO:0031593","polyubiquitin modification-dependent protein binding","1/35","55/22707",0.0814345721586774,0.122778278023852,0.0606638108388528,"94232",1
"GO:0016903","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","1/35","58/22707",0.0856860583900794,0.127230813973148,0.062863774895433,"27402",1
"GO:0019210","GO:0019210","kinase inhibitor activity","1/35","58/22707",0.0856860583900794,0.127230813973148,0.062863774895433,"56398",1
"GO:0001540","GO:0001540","amyloid-beta binding","1/35","59/22707",0.0870989679205818,0.127398490391299,0.0629466225349059,"18053",1
"GO:0030145","GO:0030145","manganese ion binding","1/35","59/22707",0.0870989679205818,0.127398490391299,0.0629466225349059,"18747",1
"GO:0003678","GO:0003678","DNA helicase activity","1/35","61/22707",0.0899184267390772,0.129993664926426,0.0642288784813705,"13205",1
"GO:0005126","GO:0005126","cytokine receptor binding","2/35","327/22707",0.090199685867316,0.129993664926426,0.0642288784813705,"12160/18053",2
"GO:0003724","GO:0003724","RNA helicase activity","1/35","66/22707",0.0969301163012204,0.138673743029483,0.0685176388760067,"13205",1
"GO:0045296","GO:0045296","cadherin binding","1/35","67/22707",0.0983261432403777,0.13965162373271,0.0690008022739493,"12387",1
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","2/35","355/22707",0.10357671884271,0.145445043053119,0.0718632865783403,"14683/18578",2
"GO:0097110","GO:0097110","scaffold protein binding","1/35","71/22707",0.103889316466514,0.145445043053119,0.0718632865783403,"12390",1
"GO:0030971","GO:0030971","receptor tyrosine kinase binding","1/35","73/22707",0.106658385039528,0.148262719629414,0.0732554790864989,"23994",1
"GO:0017022","GO:0017022","myosin binding","1/35","74/22707",0.108039800455434,0.149125358375106,0.0736817023120824,"20907",1
"GO:0019905","GO:0019905","syntaxin binding","1/35","78/22707",0.113544740302356,0.155627755938893,0.0768944873597109,"12390",1
"GO:0004857","GO:0004857","enzyme inhibitor activity","2/35","384/22707",0.117972158675757,0.160573215975336,0.0793380014486083,"56398/57875",2
"GO:0046332","GO:0046332","SMAD binding","1/35","84/22707",0.121740316178143,0.164559323937351,0.0813075069937504,"12387",1
"GO:0035258","GO:0035258","steroid hormone receptor binding","1/35","87/22707",0.125810454319705,0.168896226347001,0.0834503374002367,"12387",1
"GO:0017016","GO:0017016","Ras GTPase binding","2/35","409/22707",0.130769461956243,0.174359282608325,0.0861495918365514,"18053/18747",2
"GO:0003730","GO:0003730","mRNA 3'-UTR binding","1/35","92/22707",0.132553333380517,0.175543603666091,0.0867347558393144,"14359",1
"GO:0016887","GO:0016887","ATPase activity","2/35","418/22707",0.135455397588478,0.178182939109676,0.0880388313538676,"13205/20585",2
"GO:0031267","GO:0031267","small GTPase binding","2/35","424/22707",0.138600967362661,0.180742733705587,0.0893036063421803,"18053/18747",2
"GO:0051082","GO:0051082","unfolded protein binding","1/35","97/22707",0.139245677497671,0.180742733705587,0.0893036063421803,"68015",1
"GO:0003779","GO:0003779","actin binding","2/35","428/22707",0.140707291857009,0.181438350026143,0.0896473050612523,"12343/56378",2
"GO:0008094","GO:0008094","DNA-dependent ATPase activity","1/35","100/22707",0.143236980257688,0.182301611237057,0.0900738358421549,"13205",1
"GO:1990782","GO:1990782","protein tyrosine kinase binding","1/35","100/22707",0.143236980257688,0.182301611237057,0.0900738358421549,"23994",1
"GO:0042626","GO:0042626","ATPase-coupled transmembrane transporter activity","1/35","101/22707",0.144563414799687,0.182802769682185,0.0903214544079539,"192113",1
"GO:0051219","GO:0051219","phosphoprotein binding","1/35","102/22707",0.145887854350337,0.183294996491449,0.0905646599205873,"12390",1
"GO:0099106","GO:0099106","ion channel regulator activity","1/35","108/22707",0.153792759641809,0.191196539947452,0.0944687522833813,"20907",1
"GO:0003712","GO:0003712","transcription coregulator activity","2/35","454/22707",0.154567549274869,0.191196539947452,0.0944687522833813,"12387/57441",2
"GO:0015399","GO:0015399","primary active transmembrane transporter activity","1/35","109/22707",0.155103315569617,0.191196539947452,0.0944687522833813,"192113",1
"GO:0016922","GO:0016922","nuclear receptor binding","1/35","113/22707",0.160325849983084,0.196399166229278,0.0970393302529195,"12387",1
"GO:0015078","GO:0015078","proton transmembrane transporter activity","1/35","120/22707",0.169389922984379,0.206213819285331,0.101888675479326,"192113",1
"GO:0005179","GO:0005179","hormone activity","1/35","128/22707",0.17963249784775,0.215999813362939,0.106723860523042,"20604",1
"GO:0045182","GO:0045182","translation regulator activity","1/35","128/22707",0.17963249784775,0.215999813362939,0.106723860523042,"14359",1
"GO:0047485","GO:0047485","protein N-terminus binding","1/35","129/22707",0.180904160125767,0.216202532833234,0.106824022667334,"20907",1
"GO:0004713","GO:0004713","protein tyrosine kinase activity","1/35","130/22707",0.182173907419398,0.216400520328497,0.106921846778849,"18753",1
"GO:0016247","GO:0016247","channel regulator activity","1/35","137/22707",0.191008753534245,0.225528407787422,0.111431866361132,"20907",1
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","1/35","144/22707",0.199750856448931,0.234438130922099,0.115834092614571,"192113",1
"GO:0008083","GO:0008083","growth factor activity","1/35","147/22707",0.203469315779062,0.234588152309977,0.115908217038227,"12160",1
"GO:0019838","GO:0019838","growth factor binding","1/35","147/22707",0.203469315779062,0.234588152309977,0.115908217038227,"18053",1
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","1/35","147/22707",0.203469315779062,0.234588152309977,0.115908217038227,"13205",1
"GO:0035257","GO:0035257","nuclear hormone receptor binding","1/35","150/22707",0.207170988251534,0.237459144428659,0.117326752349284,"12387",1
"GO:0015079","GO:0015079","potassium ion transmembrane transporter activity","1/35","157/22707",0.215743354444039,0.245847078319951,0.121471166516839,"192113",1
"GO:0019903","GO:0019903","protein phosphatase binding","1/35","166/22707",0.226632753154097,0.256763119180365,0.126864699057968,"12387",1
"GO:0140030","GO:0140030","modification-dependent protein binding","1/35","185/22707",0.249141288603238,0.2806419113002,0.138663028139733,"94232",1
"GO:0003714","GO:0003714","transcription corepressor activity","1/35","188/22707",0.252636590871081,0.282326379315308,0.139495310939894,"57441",1
"GO:0005516","GO:0005516","calmodulin binding","1/35","190/22707",0.254958005810253,0.282326379315308,0.139495310939894,"18053",1
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","1/35","190/22707",0.254958005810253,0.282326379315308,0.139495310939894,"13205",1
"GO:0019902","GO:0019902","phosphatase binding","1/35","213/22707",0.28115590311899,0.309587398940012,0.152964772838244,"12387",1
"GO:0005125","GO:0005125","cytokine activity","1/35","215/22707",0.283391212805321,0.310305462066162,0.153319562352776,"12160",1
"GO:0022853","GO:0022853","active ion transmembrane transporter activity","1/35","221/22707",0.290056703632415,0.315839521733074,0.156053899030305,"192113",1
"GO:0016747","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","1/35","233/22707",0.303207484087919,0.325909054384634,0.161029178321087,"56418",1
"GO:0008022","GO:0008022","protein C-terminus binding","1/35","234/22707",0.304292637512184,0.325909054384634,0.161029178321087,"12387",1
"GO:0061630","GO:0061630","ubiquitin protein ligase activity","1/35","234/22707",0.304292637512184,0.325909054384634,0.161029178321087,"20585",1
"GO:0008017","GO:0008017","microtubule binding","1/35","239/22707",0.309693826437676,0.329738348866916,0.162921203521785,"56398",1
"GO:0050839","GO:0050839","cell adhesion molecule binding","1/35","241/22707",0.311842877042843,0.329738348866916,0.162921203521785,"12387",1
"GO:0061659","GO:0061659","ubiquitin-like protein ligase activity","1/35","242/22707",0.312914963720645,0.329738348866916,0.162921203521785,"20585",1
"GO:0003713","GO:0003713","transcription coactivator activity","1/35","258/22707",0.329849294358305,0.34572439408678,0.170819786552007,"12387",1
"GO:0061629","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","1/35","286/22707",0.358513759837541,0.373769664511479,0.184676740789775,"12387",1
"GO:0042277","GO:0042277","peptide binding","1/35","306/22707",0.378255427571342,0.392264887851762,0.193815089593781,"18053",1
"GO:0022804","GO:0022804","active transmembrane transporter activity","1/35","343/22707",0.413233092866645,0.42628255895717,0.210622961461115,"192113",1
"GO:0140098","GO:0140098","catalytic activity, acting on RNA","1/35","357/22707",0.425962977780074,0.437113841072746,0.215974615352807,"13205",1
"GO:0015077","GO:0015077","monovalent inorganic cation transmembrane transporter activity","1/35","365/22707",0.433116313824767,0.442139570362783,0.218457789867755,"192113",1
"GO:0033218","GO:0033218","amide binding","1/35","371/22707",0.438424412329408,0.445239299567689,0.219989342428719,"18053",1
"GO:0004842","GO:0004842","ubiquitin-protein transferase activity","1/35","380/22707",0.446296138547839,0.450897129666889,0.222784833132942,"20585",1
"GO:0019787","GO:0019787","ubiquitin-like protein transferase activity","1/35","401/22707",0.464248942490977,0.466629706298623,0.230558179266774,"20585",1
"GO:0046873","GO:0046873","metal ion transmembrane transporter activity","1/35","427/22707",0.485693981533221,0.485693981533221,0.239977692272054,"192113",1
