"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"M00002","M00002","Glycolysis, core module involving three-carbon compounds","6/275","14/844",0.287442793722699,0.862328381168098,0.786685540714756,"13807/18648/18746/14433/433182/18655",6
"M00050","M00050","Guanine ribonucleotide biosynthesis IMP => GDP,GTP","5/275","13/844",0.424543873139553,0.997981352938264,0.910439128996311,"23917/14923/229363/18746/18102",5
"M00415","M00415","Fatty acid elongation in endoplasmic reticulum","5/275","13/844",0.424543873139553,0.997981352938264,0.910439128996311,"56348/106529/83603/68801/57874",5
"M00089","M00089","Triacylglycerol biosynthesis","8/275","22/844",0.42952349298423,0.997981352938264,0.910439128996311,"28169/13350/67916/67800/52123/55979/50784/381925",8
"M00049","M00049","Adenine ribonucleotide biosynthesis, IMP => ADP,ATP","7/275","20/844",0.492258325046083,0.997981352938264,0.910439128996311,"56248/11636/11639/11637/18746/18102/102216272",7
"M00095","M00095","C5 isoprenoid biosynthesis, mevalonate pathway","4/275","11/844",0.506304592354452,0.997981352938264,0.910439128996311,"15357/68603/110446/208715",4
"M00003","M00003","Gluconeogenesis, oxaloacetate => fructose-6P","7/275","21/844",0.55357752550559,0.997981352938264,0.910439128996311,"13807/18648/11674/14433/433182/353204/18655",7
"M00034","M00034","Methionine salvage pathway","4/275","12/844",0.586239866604505,0.997981352938264,0.910439128996311,"20810/104923/108645/232087",4
"M00872","M00872","O-glycan biosynthesis, mannose type (core M3)","4/275","12/844",0.586239866604505,0.997981352938264,0.910439128996311,"16795/246179/108902/243853",4
"M00065","M00065","GPI-anchor biosynthesis, core oligosaccharide","5/275","16/844",0.638812013834231,0.997981352938264,0.910439128996311,"66268/72084/14755/67292/13481",5
"M00036","M00036","Leucine degradation, leucine => acetoacetate + acetyl-CoA","4/275","13/844",0.658104752588928,0.997981352938264,0.910439128996311,"11992/15356/12040/11364",4
"M00094","M00094","Ceramide biosynthesis","4/275","13/844",0.658104752588928,0.997981352938264,0.910439128996311,"70750/268656/241447/93898",4
"M00101","M00101","Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol","3/275","10/844",0.684342248638662,0.997981352938264,0.910439128996311,"13121/15490/66234",3
"M00055","M00055","N-glycan precursor biosynthesis","4/275","14/844",0.7210621978316,0.997981352938264,0.910439128996311,"381903/56737/66789/207958",4
"M00165","M00165","Reductive pentose phosphate cycle (Calvin cycle)","4/275","15/844",0.775027692516063,0.997981352938264,0.910439128996311,"11674/14433/353204/18655",4
"M00130","M00130","Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4","6/275","22/844",0.775406734464635,0.997981352938264,0.910439128996311,"84095/228550/18720/18717/320404/18795",6
"M00056","M00056","O-glycan biosynthesis, mucin type core","6/275","24/844",0.847773593700036,0.997981352938264,0.910439128996311,"14423/212996/231050/233733/59048/108148",6
"M00087","M00087","beta-Oxidation","3/275","13/844",0.85044900625312,0.997981352938264,0.910439128996311,"11370/231086/11364",3
"M00099","M00099","Sphingosine biosynthesis","4/275","17/844",0.858025948856449,0.997981352938264,0.910439128996311,"70750/268656/241447/93898",4
"M00052","M00052","Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP","2/275","11/844",0.918791103708895,0.997981352938264,0.910439128996311,"66588/18102",2
"M00076","M00076","Dermatan sulfate degradation","2/275","11/844",0.918791103708895,0.997981352938264,0.910439128996311,"15931/11881",2
"M00167","M00167","Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P","2/275","11/844",0.918791103708895,0.997981352938264,0.910439128996311,"11674/353204",2
"M00532","M00532","Photorespiration","2/275","11/844",0.918791103708895,0.997981352938264,0.910439128996311,"108037/67078",2
"M00892","M00892","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","2/275","12/844",0.941336950292243,0.997981352938264,0.910439128996311,"14583/15275",2
"M00053","M00053","Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP","2/275","13/844",0.957862031026629,0.997981352938264,0.910439128996311,"110074/18102",2
"M00077","M00077","Chondroitin sulfate degradation","1/275","10/844",0.981102617325117,0.997981352938264,0.910439128996311,"11881",1
"M00098","M00098","Acylglycerol degradation","1/275","10/844",0.981102617325117,0.997981352938264,0.910439128996311,"23945",1
"M00032","M00032","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA","1/275","11/844",0.987333768686739,0.997981352938264,0.910439128996311,"78920",1
"M00104","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","1/275","11/844",0.987333768686739,0.997981352938264,0.910439128996311,"20280",1
"M00129","M00129","Ascorbate biosynthesis, animals, glucose-1P => ascorbate","3/275","25/844",0.996064448699385,0.997981352938264,0.910439128996311,"216558/58810/22235",3
"M00014","M00014","Glucuronate pathway (uronate pathway)","3/275","27/844",0.997981352938264,0.997981352938264,0.910439128996311,"68631/58810/22235",3
