"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022404","GO:0022404","molting cycle process","3/36","114/23210",0.000732145868302126,0.0305767234998809,0.0195509312200346,"12387/14683/18053",3
"GO:0022405","GO:0022405","hair cycle process","3/36","114/23210",0.000732145868302126,0.0305767234998809,0.0195509312200346,"12387/14683/18053",3
"GO:0034599","GO:0034599","cellular response to oxidative stress","4/36","268/23210",0.000765559944171854,0.031152400805147,0.0199190225690059,"12387/18053/18753/68015",4
"GO:0014020","GO:0014020","primary neural tube formation","3/36","117/23210",0.000789502828813668,0.0312951964421277,0.020010326912885,"12160/18747/18749",3
"GO:0034504","GO:0034504","protein localization to nucleus","4/36","272/23210",0.000809000413563753,0.0312951964421277,0.020010326912885,"12390/18053/18753/56398",4
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold","2/36","29/23210",0.000924954611158979,0.0312951964421277,0.020010326912885,"12160/12387",2
"GO:0071880","GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","2/36","29/23210",0.000924954611158979,0.0312951964421277,0.020010326912885,"14683/18578",2
"GO:0061448","GO:0061448","connective tissue development","4/36","285/23210",0.000962238786120659,0.0312951964421277,0.020010326912885,"12160/12387/14683/17261",4
"GO:1901653","GO:1901653","cellular response to peptide","4/36","287/23210",0.000987506374499369,0.0312951964421277,0.020010326912885,"12387/12390/18053/18753",4
"GO:0021904","GO:0021904","dorsal/ventral neural tube patterning","2/36","30/23210",0.000990057254001179,0.0312951964421277,0.020010326912885,"18747/18749",2
"GO:0045995","GO:0045995","regulation of embryonic development","3/36","129/23210",0.0010473211308472,0.0312951964421277,0.020010326912885,"12387/18747/18749",3
"GO:0001958","GO:0001958","endochondral ossification","2/36","31/23210",0.00105730603139067,0.0312951964421277,0.020010326912885,"14683/17261",2
"GO:0036075","GO:0036075","replacement ossification","2/36","31/23210",0.00105730603139067,0.0312951964421277,0.020010326912885,"14683/17261",2
"GO:0042634","GO:0042634","regulation of hair cycle","2/36","31/23210",0.00105730603139067,0.0312951964421277,0.020010326912885,"12387/18053",2
"GO:0043457","GO:0043457","regulation of cellular respiration","2/36","31/23210",0.00105730603139067,0.0312951964421277,0.020010326912885,"18747/68015",2
"GO:0071875","GO:0071875","adrenergic receptor signaling pathway","2/36","31/23210",0.00105730603139067,0.0312951964421277,0.020010326912885,"14683/18578",2
"GO:0042303","GO:0042303","molting cycle","3/36","131/23210",0.0010948597596529,0.0312951964421277,0.020010326912885,"12387/14683/18053",3
"GO:0042633","GO:0042633","hair cycle","3/36","131/23210",0.0010948597596529,0.0312951964421277,0.020010326912885,"12387/14683/18053",3
"GO:0001841","GO:0001841","neural tube formation","3/36","132/23210",0.00111913268102293,0.0312951964421277,0.020010326912885,"12160/18747/18749",3
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","2/36","32/23210",0.00112669450304328,0.0312951964421277,0.020010326912885,"12387/18053",2
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","2/36","32/23210",0.00112669450304328,0.0312951964421277,0.020010326912885,"18747/18749",2
"GO:0061025","GO:0061025","membrane fusion","3/36","133/23210",0.00114374378931532,0.0312951964421277,0.020010326912885,"12390/20907/56398",3
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","3/36","136/23210",0.00121962442667187,0.0325556370440479,0.0208162598152504,"12343/13205/18753",3
"GO:0010737","GO:0010737","protein kinase A signaling","2/36","34/23210",0.00127186483725959,0.0325556370440479,0.0208162598152504,"18747/18749",2
"GO:0031069","GO:0031069","hair follicle morphogenesis","2/36","34/23210",0.00127186483725959,0.0325556370440479,0.0208162598152504,"12387/18053",2
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","2/36","34/23210",0.00127186483725959,0.0325556370440479,0.0208162598152504,"12387/14683",2
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","3/36","142/23210",0.0013807598542201,0.0347819982324967,0.0222398078440798,"12387/14683/18747",3
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","3/36","143/23210",0.00140885151098708,0.0349351148115078,0.0223377114570978,"13205/14359/18753",3
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential","2/36","37/23210",0.00150550783385108,0.0367575528049486,0.0235029886936427,"18053/20907",2
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","3/36","148/23210",0.00155470952747991,0.0373836972744033,0.0239033490349383,"14683/192113/56398",3
"GO:0048730","GO:0048730","epidermis morphogenesis","2/36","39/23210",0.0016717871635953,0.0395988989347126,0.0253197615978927,"12387/18053",2
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","2/36","41/23210",0.00184642118175129,0.0430922119917543,0.0275534058700966,"12390/18053",2
"GO:0030833","GO:0030833","regulation of actin filament polymerization","3/36","159/23210",0.00190810933321015,0.0432928105015668,0.0276816697002026,"12343/18753/56378",3
"GO:0010559","GO:0010559","regulation of glycoprotein biosynthetic process","2/36","42/23210",0.00193685541626417,0.0432928105015668,0.0276816697002026,"12387/56398",2
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","2/36","42/23210",0.00193685541626417,0.0432928105015668,0.0276816697002026,"14683/56398",2
"GO:0016925","GO:0016925","protein sumoylation","2/36","43/23210",0.00202935941085226,0.0445235338275277,0.0284686012070021,"12387/20907",2
"GO:0009266","GO:0009266","response to temperature stimulus","3/36","163/23210",0.00204802644575269,0.0445235338275277,0.0284686012070021,"18053/18578/18747",3
"GO:0070527","GO:0070527","platelet aggregation","2/36","44/23210",0.0021239268898327,0.0455496212724931,0.0291246873655579,"14683/18753",2
"GO:0007212","GO:0007212","dopamine receptor signaling pathway","2/36","45/23210",0.00222055159107501,0.0463688720141544,0.0296485209575464,"12390/14683",2
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","4/36","358/23210",0.00222056349910254,0.0463688720141544,0.0296485209575464,"12160/12387/12390/18053",4
"GO:0051961","GO:0051961","negative regulation of nervous system development","4/36","362/23210",0.0023117341474324,0.0471873547577432,0.0301718634871916,"12387/18053/18747/18749",4
"GO:2001038","GO:2001038","regulation of cellular response to drug","2/36","46/23210",0.00231922726597604,0.0471873547577432,0.0301718634871916,"12390/68015",2
"GO:0021532","GO:0021532","neural tube patterning","2/36","47/23210",0.00241994767943485,0.0480057120907888,0.030695125828621,"18747/18749",2
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","2/36","47/23210",0.00241994767943485,0.0480057120907888,0.030695125828621,"12387/56398",2
"GO:0030041","GO:0030041","actin filament polymerization","3/36","174/23210",0.00246527877839965,0.0483012027323487,0.0308840642284245,"12343/18753/56378",3
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","3/36","176/23210",0.00254637038621542,0.0492815829624862,0.0315109249333974,"12343/18753/56378",3
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","3/36","178/23210",0.00262909933035986,0.0498752303477901,0.0318905064539314,"18747/224997/94232",3
"GO:0030832","GO:0030832","regulation of actin filament length","3/36","179/23210",0.0026710813223906,0.0498752303477901,0.0318905064539314,"12343/18753/56378",3
"GO:0034248","GO:0034248","regulation of cellular amide metabolic process","4/36","379/23210",0.00272819830552121,0.0498752303477901,0.0318905064539314,"13205/14359/18753/68015",4
"GO:0035137","GO:0035137","hindlimb morphogenesis","2/36","50/23210",0.00273431520215746,0.0498752303477901,0.0318905064539314,"12387/14683",2
"GO:0060562","GO:0060562","epithelial tube morphogenesis","4/36","380/23210",0.00275419530112309,0.0498752303477901,0.0318905064539314,"12160/12387/18747/18749",4
"GO:0048806","GO:0048806","genitalia development","2/36","51/23210",0.00284315248800855,0.0498752303477901,0.0318905064539314,"12160/12387",2
"GO:0072132","GO:0072132","mesenchyme morphogenesis","2/36","51/23210",0.00284315248800855,0.0498752303477901,0.0318905064539314,"12160/12387",2
"GO:2000241","GO:2000241","regulation of reproductive process","3/36","183/23210",0.00284315847275982,0.0498752303477901,0.0318905064539314,"12387/18747/18749",3
"GO:1901652","GO:1901652","response to peptide","4/36","384/23210",0.00285989033500246,0.0498752303477901,0.0318905064539314,"12387/12390/18053/18753",4
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","2/36","52/23210",0.0029540035385726,0.0509565610403774,0.0325819154597711,"12387/68015",2
"GO:0055078","GO:0055078","sodium ion homeostasis","2/36","53/23210",0.00306686219923841,0.0512327401072775,0.0327585059287073,"14683/192113",2
"GO:0098815","GO:0098815","modulation of excitatory postsynaptic potential","2/36","53/23210",0.00306686219923841,0.0512327401072775,0.0327585059287073,"18053/20907",2
"GO:1900408","GO:1900408","negative regulation of cellular response to oxidative stress","2/36","53/23210",0.00306686219923841,0.0512327401072775,0.0327585059287073,"12387/68015",2
"GO:0032970","GO:0032970","regulation of actin filament-based process","4/36","393/23210",0.00310784320918783,0.0513765330518862,0.032850447956766,"12343/18578/18753/56378",4
"GO:0021915","GO:0021915","neural tube development","3/36","191/23210",0.00320751075312853,0.0524775212908761,0.0335544261097765,"12160/18747/18749",3
"GO:0006979","GO:0006979","response to oxidative stress","4/36","400/23210",0.00331060891047223,0.0536115953155044,0.0342795595026341,"12387/18053/18753/68015",4
"GO:0031641","GO:0031641","regulation of myelination","2/36","56/23210",0.00341742249550716,0.0542344950036986,0.0346778451123042,"12387/18053",2
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","2/36","56/23210",0.00341742249550716,0.0542344950036986,0.0346778451123042,"12387/68015",2
"GO:0007519","GO:0007519","skeletal muscle tissue development","3/36","197/23210",0.00349877949046896,0.0549758717957846,0.035151885657239,"12387/12390/17261",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","3/36","199/23210",0.00359935279351896,0.0558662938614221,0.0357212265992842,"12160/12387/12390",3
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","2/36","58/23210",0.00366105517428349,0.0558662938614221,0.0357212265992842,"18747/18749",2
"GO:1903902","GO:1903902","positive regulation of viral life cycle","2/36","58/23210",0.00366105517428349,0.0558662938614221,0.0357212265992842,"12390/13205",2
"GO:0008154","GO:0008154","actin polymerization or depolymerization","3/36","201/23210",0.0037016844242981,0.0559483160129627,0.0357736720303095,"12343/18753/56378",3
"GO:1903350","GO:1903350","response to dopamine","2/36","59/23210",0.00378583099336842,0.0561505961352867,0.0359030110930364,"12390/14683",2
"GO:1903351","GO:1903351","cellular response to dopamine","2/36","59/23210",0.00378583099336842,0.0561505961352867,0.0359030110930364,"12390/14683",2
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","3/36","204/23210",0.00385849987855645,0.0566985121043434,0.0362533516854622,"14683/18578/18749",3
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","2/36","60/23210",0.00391257171208123,0.0568023598289459,0.0363197525122567,"12343/18753",2
"GO:0060538","GO:0060538","skeletal muscle organ development","3/36","206/23210",0.00396526940200389,0.0568023598289459,0.0363197525122567,"12387/12390/17261",3
"GO:0010959","GO:0010959","regulation of metal ion transport","4/36","421/23210",0.0039729438821758,0.0568023598289459,0.0363197525122567,"12387/14683/18578/56398",4
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","3/36","208/23210",0.00407383057087368,0.057195787648863,0.0365713125019095,"18747/224997/94232",3
"GO:0007517","GO:0007517","muscle organ development","4/36","424/23210",0.0040743817370322,0.057195787648863,0.0365713125019095,"12387/12390/14359/17261",4
"GO:0050673","GO:0050673","epithelial cell proliferation","4/36","425/23210",0.00410858209954025,0.057195787648863,0.0365713125019095,"12160/12387/12390/18053",4
"GO:0043949","GO:0043949","regulation of cAMP-mediated signaling","2/36","62/23210",0.00417192366681623,0.057572546602064,0.0368122143232114,"14683/18578",2
"GO:0006814","GO:0006814","sodium ion transport","3/36","211/23210",0.00424005181229188,0.0580082950526484,0.0370908343652393,"14683/192113/56398",3
"GO:0042306","GO:0042306","regulation of protein import into nucleus","2/36","64/23210",0.00443906280650846,0.0586014303150757,0.037470088431488,"18753/56398",2
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","2/36","64/23210",0.00443906280650846,0.0586014303150757,0.037470088431488,"18747/18753",2
"GO:0070613","GO:0070613","regulation of protein processing","2/36","64/23210",0.00443906280650846,0.0586014303150757,0.037470088431488,"18747/18749",2
"GO:0032271","GO:0032271","regulation of protein polymerization","3/36","215/23210",0.00446803595975057,0.0586014303150757,0.037470088431488,"12343/18753/56378",3
"GO:0033157","GO:0033157","regulation of intracellular protein transport","3/36","215/23210",0.00446803595975057,0.0586014303150757,0.037470088431488,"18747/18753/56398",3
"GO:1903317","GO:1903317","regulation of protein maturation","2/36","66/23210",0.00471394110850228,0.0613198732720748,0.0392082763468179,"18747/18749",2
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","2/36","67/23210",0.00485426749532827,0.0619489263596885,0.0396104964751366,"12387/18053",2
"GO:2000242","GO:2000242","negative regulation of reproductive process","2/36","67/23210",0.00485426749532827,0.0619489263596885,0.0396104964751366,"18747/18749",2
"GO:0014706","GO:0014706","striated muscle tissue development","4/36","449/23210",0.00498902551453154,0.0619489263596885,0.0396104964751366,"12160/12387/12390/17261",4
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","2/36","68/23210",0.00499651075868943,0.0619489263596885,0.0396104964751366,"14683/18753",2
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","2/36","68/23210",0.00499651075868943,0.0619489263596885,0.0396104964751366,"12387/14683",2
"GO:1904888","GO:1904888","cranial skeletal system development","2/36","68/23210",0.00499651075868943,0.0619489263596885,0.0396104964751366,"12387/14683",2
"GO:0045786","GO:0045786","negative regulation of cell cycle","4/36","452/23210",0.00510732797709006,0.0627556560187957,0.0401263240155998,"12387/18747/18749/57441",4
"GO:1904589","GO:1904589","regulation of protein import","2/36","69/23210",0.00514066495428068,0.0627556560187957,0.0401263240155998,"18753/56398",2
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","2/36","70/23210",0.00528672415073449,0.0640460399024094,0.0409514028228851,"20907/56398",2
"GO:0010498","GO:0010498","proteasomal protein catabolic process","4/36","459/23210",0.00539069708097347,0.0645925146960133,0.041300821919515,"12387/18747/224997/94232",4
"GO:0060348","GO:0060348","bone development","3/36","231/23210",0.00545393633854176,0.0645925146960133,0.041300821919515,"14683/17261/212627",3
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","3/36","231/23210",0.00545393633854176,0.0645925146960133,0.041300821919515,"12387/13205/68015",3
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","3/36","233/23210",0.00558563113155279,0.0651793868071638,0.0416760712911524,"14683/18578/18749",3
"GO:0030278","GO:0030278","regulation of ossification","3/36","233/23210",0.00558563113155279,0.0651793868071638,0.0416760712911524,"12387/14683/18747",3
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","2/36","73/23210",0.00573627262515419,0.0663588695201385,0.0424302392580596,"12387/14683",2
"GO:0007389","GO:0007389","pattern specification process","4/36","468/23210",0.00577033648001204,0.0663588695201385,0.0424302392580596,"12160/12387/18747/18749",4
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","2/36","74/23210",0.00588989276929256,0.0667661416061949,0.0426906513503611,"12387/18053",2
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","2/36","74/23210",0.00588989276929256,0.0667661416061949,0.0426906513503611,"12387/68015",2
"GO:0060537","GO:0060537","muscle tissue development","4/36","472/23210",0.00594467889077009,0.0669092581535612,0.0427821608861692,"12160/12387/12390/17261",4
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","3/36","239/23210",0.00599217998427759,0.0669689410918911,0.0428203224969874,"18747/224997/94232",3
"GO:0032272","GO:0032272","negative regulation of protein polymerization","2/36","75/23210",0.0060453884506783,0.0670911291694158,0.0428984502499366,"12343/18753",2
"GO:0030168","GO:0030168","platelet activation","2/36","76/23210",0.00620275381506532,0.067888071065577,0.0434080194390052,"14683/18753",2
"GO:0060350","GO:0060350","endochondral bone morphogenesis","2/36","76/23210",0.00620275381506532,0.067888071065577,0.0434080194390052,"14683/17261",2
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","3/36","244/23210",0.00634421746595338,0.0686834493489197,0.0439165888451289,"12387/12390/18753",3
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","2/36","77/23210",0.00636198302097744,0.0686834493489197,0.0439165888451289,"18053/18747",2
"GO:0021675","GO:0021675","nerve development","2/36","80/23210",0.00685079546415362,0.0729678684671933,0.0466560708402974,"12387/18053",2
"GO:0045682","GO:0045682","regulation of epidermis development","2/36","80/23210",0.00685079546415362,0.0729678684671933,0.0466560708402974,"12387/18053",2
"GO:0031646","GO:0031646","positive regulation of nervous system process","2/36","81/23210",0.00701742187597285,0.0740519253232718,0.0473492229706059,"18053/20907",2
"GO:0051640","GO:0051640","organelle localization","4/36","497/23210",0.00711481541438368,0.0740519253232718,0.0473492229706059,"12387/12390/20907/56418",4
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","3/36","255/23210",0.00716165955972754,0.0740519253232718,0.0473492229706059,"14683/18747/68015",3
"GO:0110053","GO:0110053","regulation of actin filament organization","3/36","255/23210",0.00716165955972754,0.0740519253232718,0.0473492229706059,"12343/18753/56378",3
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","2/36","82/23210",0.00718588311265524,0.0740519253232718,0.0473492229706059,"18747/18749",2
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","2/36","83/23210",0.00735617340884657,0.0748349179476891,0.0478498729158441,"12343/94232",2
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","2/36","83/23210",0.00735617340884657,0.0748349179476891,0.0478498729158441,"12387/56398",2
"GO:0048524","GO:0048524","positive regulation of viral process","2/36","84/23210",0.00752828701179694,0.0760980349536417,0.0486575171261968,"12390/13205",2
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","2/36","85/23210",0.00770221818133737,0.0769845422426903,0.0492243549377863,"12387/68015",2
"GO:0048705","GO:0048705","skeletal system morphogenesis","3/36","262/23210",0.00771300706779317,0.0769845422426903,0.0492243549377863,"12387/14683/17261",3
"GO:0060079","GO:0060079","excitatory postsynaptic potential","2/36","86/23210",0.00787796118985626,0.0781395275518867,0.049962859125141,"18053/20907",2
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","2/36","87/23210",0.00805551032227599,0.0794043160338634,0.0507715720867869,"12387/18053",2
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","2/36","88/23210",0.00823485987602959,0.0806711273040676,0.0515815784307506,"12387/18053",2
"GO:0031016","GO:0031016","pancreas development","2/36","89/23210",0.00841600416103731,0.0812292488809383,0.0519384445469602,"12160/12387",2
"GO:0070301","GO:0070301","cellular response to hydrogen peroxide","2/36","89/23210",0.00841600416103731,0.0812292488809383,0.0519384445469602,"18753/68015",2
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","3/36","271/23210",0.008457994045017,0.0812292488809383,0.0519384445469602,"12387/12390/18053",3
"GO:0032409","GO:0032409","regulation of transporter activity","3/36","272/23210",0.00854329880670607,0.0812292488809383,0.0519384445469602,"18578/18753/56398",3
"GO:0071774","GO:0071774","response to fibroblast growth factor","2/36","90/23210",0.00859893749968345,0.0812292488809383,0.0519384445469602,"12387/18053",2
"GO:1902600","GO:1902600","proton transmembrane transport","2/36","90/23210",0.00859893749968345,0.0812292488809383,0.0519384445469602,"192113/56398",2
"GO:0051258","GO:0051258","protein polymerization","3/36","274/23210",0.00871543377100024,0.0818425644649549,0.0523306020258127,"12343/18753/56378",3
"GO:0002028","GO:0002028","regulation of sodium ion transport","2/36","91/23210",0.00878365422679291,0.0819979956348256,0.052429985601414,"14683/56398",2
"GO:0006885","GO:0006885","regulation of pH","2/36","92/23210",0.00897014868960812,0.083249274680749,0.0532300605526761,"192113/56398",2
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","3/36","279/23210",0.00915470089657628,0.0840139017237251,0.0537189674405008,"13205/18753/23994",3
"GO:0036473","GO:0036473","cell death in response to oxidative stress","2/36","93/23210",0.00915841524776588,0.0840139017237251,0.0537189674405008,"12387/68015",2
"GO:0006906","GO:0006906","vesicle fusion","2/36","94/23210",0.00934844827327404,0.0847770709124909,0.0542069421680372,"12390/20907",2
"GO:1902882","GO:1902882","regulation of response to oxidative stress","2/36","94/23210",0.00934844827327404,0.0847770709124909,0.0542069421680372,"12387/68015",2
"GO:0001704","GO:0001704","formation of primary germ layer","2/36","95/23210",0.00954024215048857,0.0860247971183259,0.0550047454131039,"12387/18747",2
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","2/36","96/23210",0.0097337912760904,0.0862990321517065,0.0551800928559314,"192113/56398",2
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic","2/36","96/23210",0.0097337912760904,0.0862990321517065,0.0551800928559314,"18053/20907",2
"GO:0140029","GO:0140029","exocytic process","2/36","96/23210",0.0097337912760904,0.0862990321517065,0.0551800928559314,"20907/56418",2
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","2/36","97/23210",0.00992909005906243,0.0875414773540671,0.0559745193972876,"13205/68015",2
"GO:0006913","GO:0006913","nucleocytoplasmic transport","3/36","289/23210",0.0100717782889315,0.0878236931018371,0.0561549697543667,"18747/18753/56398",3
"GO:0051169","GO:0051169","nuclear transport","3/36","289/23210",0.0100717782889315,0.0878236931018371,0.0561549697543667,"18747/18753/56398",3
"GO:0043588","GO:0043588","skin development","3/36","293/23210",0.0104531067136914,0.0902911093490911,0.0577326497612336,"12387/14683/18053",3
"GO:0045778","GO:0045778","positive regulation of ossification","2/36","100/23210",0.0105254286260755,0.0902911093490911,0.0577326497612336,"12387/14683",2
"GO:0090174","GO:0090174","organelle membrane fusion","2/36","100/23210",0.0105254286260755,0.0902911093490911,0.0577326497612336,"12390/20907",2
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","2/36","101/23210",0.0107276703735927,0.0915312520585567,0.058525604075514,"12387/18053",2
