"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04722","mmu04722","Neurotrophin signaling pathway","16/426","121/8384",0.000388094873744524,0.00232013239738574,0.00141206143994003,"12313/26400/26395/12540/12315/22627/26419/12322/94275/12070/18212/12323/18213/14784/26413/20661",16
"mmu05100","mmu05100","Bacterial invasion of epithelial cells","12/426","76/8384",0.000406584352053316,0.00237895099605664,0.00144785917080576,"76709/12540/12387/140579/16412/11461/56443/140580/67300/74325/242894/11465",12
"mmu04020","mmu04020","Calcium signaling pathway","25/426","239/8384",0.000456600603076309,0.00261594095512469,0.00159209420809502,"12313/18749/18747/215303/12315/67972/11540/22333/18574/14680/12322/14683/19055/11938/11941/20866/11739/12669/19058/15560/18751/18212/12323/18213/19229",25
"mmu05205","mmu05205","Proteoglycans in cancer","22/426","202/8384",0.000573871975155158,0.00322071006464629,0.00196016421159334,"19047/434233/26395/18749/18747/12540/12387/19878/13207/66911/12575/12322/16412/11461/18479/17532/18751/12323/75705/14784/11465/26413",22
"mmu04270","mmu04270","Vascular smooth muscle contraction","17/426","140/8384",0.000705258570664839,0.00387892213865662,0.0023607602681202,"12313/19047/434233/26395/18749/18747/12315/11540/19878/224129/14683/60596/18754/18751/16531/26413/17904",17
"mmu04926","mmu04926","Relaxin signaling pathway","16/426","128/8384",0.000730756221735648,0.00394035217602555,0.00239814735306436,"26400/26395/18749/18747/14706/26419/224129/11909/14683/18762/14688/14681/26398/14708/14784/26413",16
"mmu04961","mmu04961","Endocrine and other factor-regulated calcium reabsorption","10/426","61/8384",0.000903659957081865,0.00477897092687524,0.00290854115740924,"18749/18747/67972/11931/14683/11941/232975/67300/74325/18751",10
"mmu04010","mmu04010","MAPK signaling pathway","28/426","294/8384",0.000958704350446541,0.00497440936552451,0.00302748742246276,"26400/26395/18749/18747/17260/12540/216965/12298/17762/12295/19042/26419/26921/11909/19419/19055/18479/19259/17532/26398/19058/18751/18212/17187/14784/330177/26413/16478",28
"mmu04012","mmu04012","ErbB signaling pathway","12/426","84/8384",0.00102557147238452,0.00522281768343968,0.00317867181499296,"26400/26395/26419/12575/12322/18479/18481/26398/18751/12323/14784/26413",12
"mmu05163","mmu05163","Human cytomegalovirus infection","24/426","239/8384",0.00105594982606236,0.00527974913031181,0.00321332100179743,"12313/12317/26395/18749/18747/12387/12315/19878/14706/224129/12575/11909/14683/19055/19744/14688/14681/20312/19058/14708/18751/19229/14784/26413",24
"mmu05165","mmu05165","Human papillomavirus infection","31/426","342/8384",0.00118233431241317,0.00580610599845755,0.0035336683397311,"26395/18749/18747/11789/11966/12540/12387/51792/11972/11973/19052/73834/71978/12575/66237/72930/93687/22215/16412/14683/19744/18762/18746/108664/66290/76252/101206/11964/14784/26413/107932",31
"mmu00270","mmu00270","Cysteine and methionine metabolism","9/426","53/8384",0.00125057226695624,0.00596978908264375,0.00363328790101572,"17448/17449/104923/14718/229709/74340/12583/108645/232087",9
"mmu04750","mmu04750","Inflammatory mediator regulation of TRP channels","15/426","122/8384",0.00125908278833941,0.00596978908264375,0.00363328790101572,"12313/19047/434233/18749/18747/12315/11418/26419/224129/12322/14683/15560/18754/18751/12323",15
"mmu03015","mmu03015","mRNA surveillance pathway","13/426","98/8384",0.00130016375754849,0.00605534436495429,0.003685357910154,"19047/434233/51792/53817/74412/19052/71978/56215/54196/72930/19826/83410/76626",13
"mmu04924","mmu04924","Renin secretion","11/426","75/8384",0.00132116604326275,0.00605534436495429,0.003685357910154,"12313/18749/18747/12315/18574/224129/14683/19055/60596/19058/16531",11
"mmu04916","mmu04916","Melanogenesis","13/426","99/8384",0.00142937475122383,0.00644390256699269,0.00392183926565297,"12313/26395/18749/18747/12387/12315/224129/12322/14683/14681/18751/12323/26413",13
"mmu04962","mmu04962","Vasopressin-regulated water reabsorption","8/426","44/8384",0.00146645349855753,0.00649018882084437,0.00395000965555696,"18749/18747/13427/14683/13426/13191/18195/19326",8
"mmu04611","mmu04611","Platelet activation","15/426","124/8384",0.00148684325713889,0.00649018882084437,0.00395000965555696,"19047/434233/18749/18747/19878/224129/16412/19419/14683/18762/11461/20866/60596/11465/26413",15
"mmu04371","mmu04371","Apelin signaling pathway","16/426","137/8384",0.00152453595047273,0.00655074041218753,0.00398686210732179,"12313/17261/26395/18749/18747/17260/56486/12315/14706/224129/14688/57436/17532/18754/14708/26413",16
"mmu05160","mmu05160","Hepatitis C","17/426","151/8384",0.00164919986208956,0.00697738403191735,0.00424652272181764,"26395/12387/51792/54401/22629/19052/22627/71978/22631/12575/72930/12520/22628/14784/26413/22630/19192",17
"mmu04910","mmu04910","Insulin signaling pathway","16/426","139/8384",0.00177585310034601,0.00739938791810838,0.00450335953676261,"12313/19088/19047/434233/26395/18749/18747/12315/19084/26419/19085/19744/18762/19087/14784/26413",16
"mmu05170","mmu05170","Human immunodeficiency virus 1 infection","22/426","223/8384",0.00211387350723293,0.00858309290202866,0.00522377711549304,"12313/26400/12317/26395/12315/103583/14706/26419/56438/12504/19055/14688/18479/18481/14681/19058/14708/18751/12631/19229/26413/67923",22
"mmu05211","mmu05211","Renal cell carcinoma","10/426","68/8384",0.00212236479031981,0.00858309290202866,0.00522377711549304,"26395/12540/56438/12575/18479/18481/216805/14784/26413/67923",10
"mmu03050","mmu03050","Proteasome","8/426","47/8384",0.00227736695471666,0.00896900112659385,0.00545864566173559,"21762/19166/69077/26443/59029/23996/26442/19192",8
"mmu04666","mmu04666","Fc gamma R-mediated phagocytosis","12/426","92/8384",0.00228301846858753,0.00896900112659385,0.00545864566173559,"26395/76709/12540/18720/56443/18479/18717/18754/18751/12631/242894/26413",12
"mmu05030","mmu05030","Cocaine addiction","8/426","48/8384",0.00261430862058677,0.0101258432487516,0.00616271416861818,"18749/18747/224129/11909/14683/14800/12569/19049",8
"mmu05414","mmu05414","Dilated cardiomyopathy","12/426","94/8384",0.00274233530019647,0.0104741973271393,0.00637472679431636,"18749/18747/12298/12295/224129/16412/14683/11938/11461/22003/13138/11465",12
"mmu04919","mmu04919","Thyroid hormone signaling pathway","14/426","120/8384",0.00297258287498496,0.0111980861728886,0.00681529455115514,"26395/18749/18747/12387/56421/11931/19744/11938/11461/53901/232975/18751/11465/26413",14
"mmu04730","mmu04730","Long-term depression","9/426","60/8384",0.00304795999815246,0.0113268783715125,0.00689367908543728,"26395/51792/19052/14683/14681/60596/14800/18751/26413",9
"mmu04928","mmu04928","Parathyroid hormone synthesis, secretion and action","13/426","108/8384",0.00314662081800064,0.0115376096660024,0.00702193277280144,"17261/26395/18749/18747/17260/224129/12575/11909/14683/18578/18751/26413/16478",13
"mmu04070","mmu04070","Phosphatidylinositol signaling system","12/426","96/8384",0.00327407448599856,0.0118469800480211,0.00721021943592481,"320634/12313/12315/117150/18720/380921/18717/219024/217480/104418/18751/110911",12
"mmu04725","mmu04725","Cholinergic synapse","13/426","110/8384",0.00369645832864879,0.0131579138794285,0.00800807007398709,"26395/18749/18747/14706/224129/12322/14688/14681/12669/14708/18751/12323/26413",13
"mmu01200","mmu01200","Carbon metabolism","14/426","123/8384",0.00373206284580153,0.0131579138794285,0.00800807007398709,"13807/12974/18648/17448/17449/56421/68263/14661/11429/21991/14718/11674/19139/18746",14
"mmu04918","mmu04918","Thyroid hormone synthesis","10/426","74/8384",0.00400039206873877,0.0137513477362895,0.00836924130170348,"18749/18747/22027/12330/224129/11931/11909/14683/232975/18751",10
"mmu05214","mmu05214","Glioma","10/426","74/8384",0.00400039206873877,0.0137513477362895,0.00836924130170348,"12313/26395/215303/12315/12575/12322/18751/12323/14784/26413",10
"mmu04726","mmu04726","Serotonergic synapse","14/426","128/8384",0.00534410257515359,0.0181435581255215,0.0110423951845279,"26395/18749/18747/14706/224129/11820/14683/14688/14400/14681/15560/14708/18751/26413",14
"mmu04660","mmu04660","T cell receptor signaling pathway","12/426","103/8384",0.0058250413640351,0.0193416943839693,0.0117715958164636,"26400/26395/12540/26419/12504/19419/19055/18479/18481/19058/14784/26413",12
"mmu04137","mmu04137","Mitophagy - animal","9/426","66/8384",0.00583767503225255,0.0193416943839693,0.0117715958164636,"22190/18412/56486/66437/26419/57436/17532/245860/19349",9
"mmu04062","mmu04062","Chemokine signaling pathway","18/426","188/8384",0.00706974113048957,0.0231449858438647,0.0140863263126296,"26395/18749/18747/12540/19878/14706/224129/110355/18762/14688/18479/20312/140580/14708/18751/19229/14784/26413",18
"mmu04072","mmu04072","Phospholipase D signaling pathway","15/426","148/8384",0.00808508493819073,0.0261576277412053,0.0159198576491929,"19158/26395/224129/14683/18720/19744/17532/380921/18717/217480/104418/11840/19229/14784/26413",15
"mmu04217","mmu04217","Necroptosis","15/426","149/8384",0.00858577962910275,0.0274545278837588,0.0167091672096369,"18412/22333/14661/26419/12322/14645/76959/11739/116733/51788/75608/263876/66700/12323/268373",15
"mmu05231","mmu05231","Choline metabolism in cancer","11/426","98/8384",0.0106524282967825,0.0336714687541976,0.0204928747633202,"26395/26419/18720/19744/380921/18717/217480/104418/18751/14784/26413",11
"mmu04066","mmu04066","HIF-1 signaling pathway","12/426","113/8384",0.011952822519916,0.0373525703747376,0.0227332390031896,"13807/26395/56421/68263/56438/12575/12322/11674/18751/12323/26413/67923",12
"mmu05142","mmu05142","Chagas disease","11/426","102/8384",0.0141453697619737,0.0437076031971096,0.0266009910367098,"12317/51792/19052/26419/71978/72930/14680/14683/14681/26398/26413",11
"mmu04935","mmu04935","Growth hormone synthesis, secretion and action","12/426","116/8384",0.0145231449471827,0.0443762762275027,0.0270079537614275,"20604/26395/18749/18747/26419/224129/11909/14683/26398/18751/14784/26413",12
"mmu04216","mmu04216","Ferroptosis","6/426","40/8384",0.0146860431559308,0.0443808996470435,0.0270107676320762,"17254/216739/67443/23983/18521/19122",6
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","14/426","145/8384",0.0153676184593499,0.0459358160469697,0.0279571090965289,"12313/26400/17260/12387/18412/12315/22027/20610/26419/14873/18762/11461/26398/11465",14
"mmu04310","mmu04310","Wnt signaling pathway","15/426","161/8384",0.0167263374350354,0.0494595999423089,0.0301017278117784,"18749/18747/11789/12387/103583/19878/26419/56438/93687/12322/21372/19055/19058/18751/12323",15
"mmu04915","mmu04915","Estrogen signaling pathway","13/426","133/8384",0.0174221478159245,0.0509690494614811,0.0310203975669876,"12313/26395/18749/18747/12315/22027/224129/54393/11909/14683/14681/14784/26413",13
"mmu00010","mmu00010","Glycolysis / Gluconeogenesis","8/426","66/8384",0.0180153306792692,0.0521496414399897,0.0317389205318981,"13807/18648/56421/68263/21991/58810/11674/18746",8
"mmu00630","mmu00630","Glyoxylate and dicarboxylate metabolism","5/426","31/8384",0.0188360683250971,0.0539574873896009,0.032839198066781,"12974/17448/17449/11429/14645",5
"mmu00230","mmu00230","Purine metabolism","13/426","135/8384",0.0194965381863593,0.0552736907345238,0.0336402557963226,"66355/23917/18574/224129/23984/18582/11636/23971/18578/19139/18746/60596/18585",13
"mmu00020","mmu00020","Citrate cycle (TCA cycle)","5/426","32/8384",0.0214210606073321,0.059502946131478,0.0362142332436555,"12974/17448/17449/68263/11429",5
"mmu04136","mmu04136","Autophagy - other","5/426","32/8384",0.0214210606073321,0.059502946131478,0.0362142332436555,"56486/19052/51897/57436/245860",5
"mmu04964","mmu04964","Proximal tubule bicarbonate reclamation","4/426","22/8384",0.0232073178824725,0.0631668937244056,0.0384441573289205,"17449/14661/11931/232975",4
"mmu04015","mmu04015","Rap1 signaling pathway","18/426","213/8384",0.0232630607601096,0.0631668937244056,0.0384441573289205,"12313/26395/12540/12387/12315/11540/224129/16412/14683/18645/18762/11461/14681/17532/217692/18751/11465/26413",18
"mmu04152","mmu04152","AMPK signaling pathway","12/426","124/8384",0.0234291751268704,0.0631668937244056,0.0384441573289205,"51792/19052/19325/56421/71978/72930/20250/68365/19744/207565/59021/19326",12
"mmu04260","mmu04260","Cardiac muscle contraction","9/426","83/8384",0.0244052565400447,0.0651596655195368,0.0396569830338999,"12858/12298/12295/11931/11938/22003/12868/110323/232975",9
"mmu05203","mmu05203","Viral carcinogenesis","18/426","215/8384",0.025276668016193,0.0668373433120488,0.0406780386090555,"18749/18747/19385/12540/11972/54401/22629/22627/22631/12575/22215/11909/18746/22628/14784/26413/107932/22630",18
"mmu04510","mmu04510","Focal adhesion","17/426","201/8384",0.0267653785248297,0.0696152597044067,0.0423687130832561,"19047/434233/26395/12540/12387/19878/26419/16412/18720/11461/18479/18481/18717/18751/14784/11465/26413",17
"mmu04014","mmu04014","Ras signaling pathway","19/426","232/8384",0.0268335182860622,0.0696152597044067,0.0423687130832561,"12313/26395/18749/18747/12540/12315/14706/26419/19419/14688/18479/18481/17532/14708/18751/18212/14784/26413/240057",19
"mmu05323","mmu05323","Rheumatoid arthritis","9/426","87/8384",0.0319407429363383,0.0820906944625518,0.0499614178738593,"11966/11972/11973/73834/66237/108664/66290/76252/11964",9
"mmu04218","mmu04218","Cellular senescence","15/426","176/8384",0.0340126247483609,0.0866062204240671,0.0527096231480446,"12313/19047/434233/26395/18412/12315/103583/22333/12575/19055/19744/11739/17532/19058/26413",15
"mmu05167","mmu05167","Kaposi sarcoma-associated herpesvirus infection","17/426","208/8384",0.0355770351656836,0.0897398920257899,0.0546168146683276,"12313/26400/26395/12387/22190/56486/12315/14706/26419/12575/19055/14688/57436/26398/19058/14708/26413",17
"mmu04934","mmu04934","Cushing syndrome","14/426","162/8384",0.0358959568103159,0.0897398920257899,0.0546168146683276,"26395/18749/18747/11789/12387/224129/12575/12322/213464/11909/14683/18514/12323/26413",14
"mmu05412","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","8/426","77/8384",0.0409038048675345,0.10133825530245,0.0616757228443621,"12387/12298/12295/16412/11938/11461/13138/11465",8
"mmu04960","mmu04960","Aldosterone-regulated sodium reabsorption","5/426","38/8384",0.0417319082546971,0.10212186529394,0.062152637633441,"83814/11931/232975/18751/26413",5
"mmu04360","mmu04360","Axon guidance","15/426","181/8384",0.0419628028298735,0.10212186529394,0.062152637633441,"12540/19878/12322/16412/53972/19055/18762/231148/259302/18479/18481/19058/12631/12323/26413",15
"mmu04071","mmu04071","Sphingolipid signaling pathway","11/426","122/8384",0.0455469360788003,0.109871994926931,0.066869462941175,"26395/51792/19052/19878/26419/71978/72930/18762/18754/18751/26413",11
"mmu01522","mmu01522","Endocrine resistance","9/426","93/8384",0.0460535160391571,0.110127973137115,0.067025254464311,"26395/18749/18747/26419/224129/12575/14683/14784/26413",9
"mmu05161","mmu05161","Hepatitis B","13/426","154/8384",0.0493710647493896,0.117043472466225,0.0712341133861429,"26400/26395/54401/26419/22631/12575/11909/26398/18751/19229/14784/26413/22630",13
"mmu04972","mmu04972","Pancreatic secretion","10/426","112/8384",0.0580265646531072,0.136387224612004,0.0830069615820427,"67972/224129/11931/14683/11938/11941/12424/232975/18751/16531",10
"mmu05230","mmu05230","Central carbon metabolism in cancer","7/426","69/8384",0.0599415565137257,0.13969430543453,0.0850196921113505,"26395/18648/56421/68263/18746/18213/26413",7
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","18/426","239/8384",0.0607809210649786,0.140460111704782,0.0854857713342025,"12317/26395/18749/18747/19385/12330/22333/26419/224129/12575/12504/11909/19055/19384/11739/26398/19058/26413",18
