"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001664","GO:0001664","G protein-coupled receptor binding","27/909","293/22707",5.3968501268665e-05,0.00084656472578298,0.000652745959616877,"12313/11803/26556/12261/12315/11540/19052/14680/110355/74270/14683/53378/22223/11938/109648/14681/20312/19087/22258/18195/56424/232975/18619/53424/19049/21333/19122",27
"GO:0051219","GO:0051219","phosphoprotein binding","14/909","102/22707",5.52488040594521e-05,0.000847662444625832,0.000653592358619391,"54401/237253/18472/22627/93687/19777/19259/23988/17999/19261/230753/14784/26413/68441",14
"GO:0051015","GO:0051015","actin filament binding","21/909","200/22707",5.61576369564614e-05,0.000847662444625832,0.000653592358619391,"76709/11749/13829/56370/12345/231148/11518/14086/56443/72042/22003/14457/76499/235431/217692/110380/12569/12631/242894/330319/64009",21
"GO:0019905","GO:0019905","syntaxin binding","12/909","78/22707",6.0027752197147e-05,0.000882043284635058,0.0006801017957844,"68581/69635/20980/58244/20910/80976/20614/17957/18195/20979/72003/18951",12
"GO:0060589","GO:0060589","nucleoside-triphosphatase regulator activity","27/909","295/22707",6.06404758186602e-05,0.000882043284635058,0.0006801017957844,"320634/11544/19385/56533/17168/217869/213990/18582/11931/66691/69601/228359/140500/259302/19346/19339/216805/216831/19261/19736/380711/26431/67792/217692/58996/108699/240057",27
"GO:0004708","GO:0004708","MAP kinase kinase activity","5/909","12/22707",6.36587966061223e-05,0.000893456794471892,0.000688902212579643,"26400/26395/18481/26398/26413",5
"GO:0035256","GO:0035256","G protein-coupled glutamate receptor binding","5/909","12/22707",6.36587966061223e-05,0.000893456794471892,0.000688902212579643,"12313/26556/12315/11540/19122",5
"GO:0003730","GO:0003730","mRNA 3'-UTR binding","13/909","92/22707",7.44463344250685e-05,0.00102684599206991,0.000791752304411799,"11991/15571/16549/15388/80913/13207/109331/15572/16201/19826/66870/208922/15381",13
"GO:0008047","GO:0008047","enzyme activator activity","36/909","452/22707",7.64357192159048e-05,0.00103641653174108,0.000799131694210887,"320634/11544/26395/19385/216965/21858/56533/17168/11820/12575/213990/11931/66691/69601/59029/228359/14683/269523/140500/259302/19346/19339/216805/216831/19736/380711/26431/67792/217692/18754/11840/12569/58996/108699/240057/19192",36
"GO:0030695","GO:0030695","GTPase regulator activity","24/909","256/22707",0.000105375540497133,0.00140500720662844,0.00108333450405824,"320634/11544/19385/56533/17168/217869/213990/18582/66691/69601/228359/140500/259302/216805/216831/19261/19736/380711/26431/67792/217692/58996/108699/240057",24
"GO:0004712","GO:0004712","protein serine/threonine/tyrosine kinase activity","8/909","38/22707",0.000107340174861434,0.00140773999818274,0.00108544163017775,"26400/26395/18747/26419/51789/18481/26398/26413",8
"GO:0015399","GO:0015399","primary active transmembrane transporter activity","14/909","109/22707",0.000115053551066762,0.00148456194924854,0.00114467539771006,"11972/11973/67972/73834/66237/11947/11931/11938/11941/108664/66290/76252/232975/11964",14
"GO:0019903","GO:0019903","protein phosphatase binding","18/909","166/22707",0.000123711758515811,0.00157094296528014,0.00121127970743968,"19047/12387/17762/54198/22027/19052/22627/219181/71978/73340/69601/269523/97387/72590/19261/218194/12631/14784",18
"GO:0030552","GO:0030552","cAMP binding","6/909","21/22707",0.000130982326417699,0.00161209017129476,0.00124300636891938,"19088/19084/23984/19085/18578/19087",6
"GO:0031690","GO:0031690","adrenergic receptor binding","6/909","21/22707",0.000130982326417699,0.00161209017129476,0.00124300636891938,"11803/12261/19052/14683/22223/19087",6
"GO:0019902","GO:0019902","phosphatase binding","21/909","213/22707",0.000138502082342818,0.00167881311930689,0.00129445327357084,"19047/12387/17762/54198/22027/19052/22627/219181/71978/73340/69601/269523/97387/72590/19058/19261/17967/218194/12631/14784/26413",21
"GO:0008081","GO:0008081","phosphoric diester hydrolase activity","12/909","87/22707",0.000176406832019306,0.00210635023306634,0.00162410689023273,"19088/77015/19084/18574/23984/19085/18582/14683/18578/14688/19087/18585",12
"GO:0046875","GO:0046875","ephrin receptor binding","7/909","31/22707",0.000182234746094963,0.0021439381893525,0.00165308918284285,"53972/53378/217692/12569/108699/77531/14784",7
"GO:0051018","GO:0051018","protein kinase A binding","9/909","52/22707",0.000198380869562822,0.00230006805290228,0.00177347352500097,"19088/18749/18747/19084/219181/224938/19085/19087/677884",9
"GO:0050811","GO:0050811","GABA receptor binding","5/909","15/22707",0.000218306567731232,0.00249493220264265,0.00192372404045868,"56486/19052/68877/14400/57436",5
"GO:0008017","GO:0008017","microtubule binding","22/909","239/22707",0.000260435510498958,0.00293448462534037,0.00226264209269666,"11789/56398/17756/17762/56486/18472/30960/212307/26921/227634/17754/56273/77521/13426/232944/20866/67443/13191/76499/211134/72205/19122",22
"GO:0036002","GO:0036002","pre-mRNA binding","7/909","33/22707",0.000276113200863569,0.00306792445403966,0.00236553122377268,"14007/15388/67996/13207/108013/22668/22185",7
"GO:0005521","GO:0005521","lamin binding","5/909","16/22707",0.00030710250370339,0.0032326579337199,0.00249254940678929,"19047/56420/223697/19122/64009",5
"GO:0008179","GO:0008179","adenylate cyclase binding","5/909","16/22707",0.00030710250370339,0.0032326579337199,0.00249254940678929,"12313/12315/67252/224129/12331",5
"GO:0046933","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","5/909","16/22707",0.00030710250370339,0.0032326579337199,0.00249254940678929,"11950/11951/228033/11947/67942",5
"GO:0051010","GO:0051010","microtubule plus-end binding","5/909","16/22707",0.00030710250370339,0.0032326579337199,0.00249254940678929,"11789/18472/212307/20866/76499",5
"GO:0099106","GO:0099106","ion channel regulator activity","13/909","108/22707",0.000381718743720263,0.00396590902566507,0.00305792459084175,"59046/20266/22627/83814/18762/20866/17999/18190/56205/18751/70357/13483/18191",13
"GO:0005543","GO:0005543","phospholipid binding","32/909","419/22707",0.000394253873913936,0.00404362947604037,0.00311785114863113,"18738/11749/74412/54198/72125/14731/28006/69024/226971/20980/69601/80976/19419/386649/18645/53378/266781/19679/216831/20979/268448/227743/23969/14432/66871/66700/64011/12631/18148/229521/18951/69368",32
"GO:0031628","GO:0031628","opioid receptor binding","4/909","10/22707",0.000441486902658547,0.00447075344464351,0.00344718620863303,"110355/14683/14681/18619",4
"GO:0003727","GO:0003727","single-stranded RNA binding","12/909","96/22707",0.00044747013948662,0.0044747013948662,0.00345023028604157,"54196/50926/12785/22185/19655/16201/67869/75705/15381/76626/67710/494448",12
"GO:0035091","GO:0035091","phosphatidylinositol binding","22/909","249/22707",0.000459454713878628,0.00453782433460374,0.0034989013948392,"18738/54198/72125/14731/28006/69024/226971/69601/18645/53378/266781/19679/20979/268448/227743/14432/66700/64011/12631/18148/18951/69368",22
"GO:0031435","GO:0031435","mitogen-activated protein kinase kinase kinase binding","6/909","26/22707",0.000468269022001868,0.00456847826343285,0.00352253718733112,"26400/26395/12540/69601/26398/26413",6
"GO:0003697","GO:0003697","single-stranded DNA binding","13/909","111/22707",0.000498805685546988,0.00480776564382639,0.00370704035168719,"20024/22099/98415/50926/12785/21750/19290/23983/53424/18521/72475/67710/19291",13
"GO:0003714","GO:0003714","transcription corepressor activity","18/909","188/22707",0.000574772243101797,0.00547402136287426,0.00422075857716357,"15191/12261/66505/66556/21372/67991/20482/56273/20481/11569/19777/93686/106931/268448/70350/21413/56353/58521",18
"GO:0017075","GO:0017075","syntaxin-1 binding","6/909","27/22707",0.000581838797719476,0.00547612986088919,0.00422238434010666,"69635/20910/20614/18195/20979/72003",6
"GO:0005096","GO:0005096","GTPase activator activity","21/909","238/22707",0.000623106099397977,0.00579633580835327,0.00446927997854608,"320634/11544/19385/56533/17168/213990/66691/69601/228359/140500/259302/216805/216831/19736/380711/26431/67792/217692/58996/108699/240057",21
"GO:0031369","GO:0031369","translation initiation factor binding","7/909","38/22707",0.000685419665733328,0.00630270956996164,0.00485972079999674,"13046/74412/217869/56438/69807/229521/67710",7
"GO:0035925","GO:0035925","mRNA 3'-UTR AU-rich region binding","6/909","28/22707",0.000715670453877613,0.00650609503525102,0.00501654169823303,"11991/15571/16549/15572/16201/208922",6
"GO:0099186","GO:0099186","structural constituent of postsynapse","5/909","19/22707",0.000739715245723462,0.00664912580425584,0.00512682594907095,"26556/11461/226180/12323/11465",5
"GO:0000287","GO:0000287","magnesium ion binding","18/909","194/22707",0.000831524694503173,0.00739133061780598,0.00569910492372935,"11544/26400/13807/18749/18747/67895/19042/56409/93687/23874/14645/19744/19384/19139/18746/216134/11840/57028",18
"GO:0001222","GO:0001222","transcription corepressor binding","5/909","20/22707",0.000954011525346235,0.00821813008730062,0.00633661083047127,"15191/217166/19883/268448/20473",5
"GO:0032794","GO:0032794","GTPase activating protein binding","5/909","20/22707",0.000954011525346235,0.00821813008730062,0.00633661083047127,"22154/12322/66691/14681/23988",5
"GO:0030374","GO:0030374","nuclear receptor transcription coactivator activity","9/909","64/22707",0.000968284319938044,0.00821813008730062,0.00633661083047127,"24068/217166/66995/170826/72693/216825/230753/101206/18751",9
"GO:0000900","GO:0000900","translation repressor activity, mRNA regulatory element binding","4/909","12/22707",0.000975902947866949,0.00821813008730062,0.00633661083047127,"67869/208922/19290/19291",4
"GO:0030955","GO:0030955","potassium ion binding","4/909","12/22707",0.000975902947866949,0.00821813008730062,0.00633661083047127,"11544/11931/18746/216134",4
"GO:0017091","GO:0017091","AU-rich element binding","6/909","30/22707",0.00105361165330583,0.00878009711088195,0.00676991698286424,"11991/15571/16549/15572/16201/208922",6
"GO:0004860","GO:0004860","protein kinase inhibitor activity","8/909","53/22707",0.00114596647757317,0.00945126991812926,0.00728742654213651,"19088/56398/19084/12575/19085/19087/66259/18148",8
"GO:0005248","GO:0005248","voltage-gated sodium channel activity","5/909","21/22707",0.0012112081500114,0.00988741346948085,0.00762371617515234,"20266/11418/20273/399548/72821",5
"GO:0050699","GO:0050699","WW domain binding","6/909","31/22707",0.00126274211103644,0.0102039766548399,0.00786780305228446,"51789/65113/66104/65112/22381/594844",6
"GO:0031386","GO:0031386","protein tag","4/909","13/22707",0.00136517714053735,0.010813284281484,0.00833761130124949,"22190/18002/20610/66177",4
"GO:0031748","GO:0031748","D1 dopamine receptor binding","4/909","13/22707",0.00136517714053735,0.010813284281484,0.00833761130124949,"14683/18195/232975/19049",4
"GO:0045309","GO:0045309","protein phosphorylated amino acid binding","8/909","55/22707",0.00146748307824655,0.0114434812455738,0.008823526328824,"54401/22627/19259/23988/17999/19261/14784/26413",8
"GO:0030507","GO:0030507","spectrin binding","6/909","32/22707",0.00150216047464219,0.0114434812455738,0.008823526328824,"13829/19275/227634/14688/11518/13426",6
"GO:0008553","GO:0008553","proton-exporting ATPase activity, phosphorylative mechanism","5/909","22/22707",0.00151626126503853,0.0114434812455738,0.008823526328824,"11972/11973/66237/11938/66290",5
"GO:0015252","GO:0015252","proton channel activity","5/909","22/22707",0.00151626126503853,0.0114434812455738,0.008823526328824,"11950/11951/228033/11947/67942",5
"GO:0031420","GO:0031420","alkali metal ion binding","5/909","22/22707",0.00151626126503853,0.0114434812455738,0.008823526328824,"11544/20273/11931/18746/216134",5
"GO:0032182","GO:0032182","ubiquitin-like protein binding","11/909","96/22707",0.00157838923480366,0.0118010410078778,0.00909922372449527,"18412/386649/114893/22223/66870/72693/69807/224647/225896/93765/66914",11
"GO:0017080","GO:0017080","sodium channel regulator activity","6/909","33/22707",0.00177461542437078,0.0131452994397835,0.0101357177259384,"22629/20266/83814/17999/399548/72821",6
"GO:0046332","GO:0046332","SMAD binding","10/909","84/22707",0.00190403570465108,0.0139745739790905,0.0107751320417724,"12387/13207/19042/20482/20481/14225/65112/56424/19290/19291",10
"GO:0017124","GO:0017124","SH3 domain binding","13/909","129/22707",0.00202753528980309,0.0145901322175324,0.0112497598414132,"140579/17762/329165/69601/228359/72685/18481/19261/140580/18754/14784/240057/330319",13
"GO:0019888","GO:0019888","protein phosphatase regulator activity","9/909","71/22707",0.00204261851045454,0.0145901322175324,0.0112497598414132,"51792/59046/71978/72930/19777/56205/53901/218194/19049",9
"GO:0048306","GO:0048306","calcium-dependent protein binding","9/909","71/22707",0.00204261851045454,0.0145901322175324,0.0112497598414132,"12313/56398/11749/12315/13207/20614/67898/20979/56737",9
"GO:0019210","GO:0019210","kinase inhibitor activity","8/909","58/22707",0.00207957490153735,0.0147226541701759,0.0113519412417409,"19088/56398/19084/12575/19085/19087/66259/18148",8
"GO:0002020","GO:0002020","protease binding","14/909","146/22707",0.00222303090516762,0.0156002168783693,0.012028588277269,"109552/11789/22190/21858/74126/16412/269523/11674/20866/66797/67300/12569/66700/19122",14
"GO:0030371","GO:0030371","translation repressor activity","5/909","24/22707",0.00229032642422075,0.0159327055597965,0.0122849545500536,"67869/208922/19290/19291/233033",5
"GO:0001540","GO:0001540","amyloid-beta binding","8/909","59/22707",0.00232298930544332,0.0160206158996091,0.0123527380489091,"16432/64294/56177/11787/11784/14800/232975/19122",8
"GO:0030551","GO:0030551","cyclic nucleotide binding","6/909","35/22707",0.00243001611294005,0.0166154947893337,0.012811420982302,"19088/19084/23984/19085/18578/19087",6
